Source,site,lat,lon,Elevation,Vcmax.25,Jmax.25,narea,parea,lma,o_Vcmax,year,species,o_X,o_Jmax
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,68.80668257,151.1569937,4.858597955,0.150857313,309.9646349,88.82383501,2013,Eucalyptus transcontinentalis,NA,167.413877
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,71.25335161,130.0883433,3.68006494,0.127081842,267.837047,143.5598874,2013,Eucalyptus transcontinentalis,NA,147.4085718
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,35.0921538,66.56758284,4.144054211,0.133639978,300.2018163,50.35211784,2013,Eucalyptus transcontinentalis,NA,75.89972027
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,41.69852555,124.7624503,3.794629431,0.113781992,291.0502062,86.89525841,2013,Eucalyptus transcontinentalis,NA,139.6335762
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,47.66703645,103.4618971,4.240925256,0.142859844,285.6568095,62.35201614,2013,Eucalyptus transcontinentalis,NA,115.0676077
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,37.47471658,94.57606189,4.780637729,0.152896944,313.6073707,52.8291871,2013,Eucalyptus transcontinentalis,NA,107.3915856
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,31.51408501,54.24503107,4.5173456,0.150154673,265.7613967,45.21811146,2013,Eucalyptus transcontinentalis,NA,61.84966479
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,62.44879059,108.0662875,2.821175258,0.179614467,254.3578798,117.0483476,2013,Eucalyptus transcontinentalis,NA,124.6933976
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,55.41421252,145.8491094,3.352714527,0.198480958,229.544035,104.6983541,2013,Eucalyptus transcontinentalis,NA,168.0418184
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,64.27878602,108.62738,4.084862351,0.098696677,156.0909399,91.2888024,2013,Acacia hemiteles,NA,123.5647487
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,47.93137561,117.40476,3.81598074,0.140438721,128.5077367,68.47576783,2013,Acacia hemiteles,NA,133.732027
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,24.04375678,77.03719095,3.50609333,0.132487782,120.6399161,32.02397069,2013,Acacia hemiteles,NA,86.1483351
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,34.69732171,108.4096311,4.129045796,0.106967709,138.8101983,48.30320388,2013,Acacia hemiteles,NA,122.7161369
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,67.35190983,137.772818,3.745954382,0.10070476,129.3837249,93.68050751,2013,Acacia hemiteles,NA,155.9194417
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,38.88724216,105.4591919,4.434206464,0.112764186,189.7533207,55.62084,2013,Acacia hemiteles,NA,120.157571
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,56.10692937,136.9731948,3.216864252,0.115655604,133.5761991,85.40233519,2013,Acacia hemiteles,NA,157.9465679
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,85.42311219,162.3303226,4.427292191,0.11440665,135.2705411,129.2651346,2013,Acacia hemiteles,NA,187.0109498
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,63.95591862,112.4374348,4.71461652,0.136927335,252.0411786,76.09918937,2013,Acacia aneura,NA,121.0225241
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,84.71521243,107.1973194,5.327204681,0.146310196,270.3900709,98.6112555,2013,Acacia aneura,NA,114.4123999
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,45.23033671,77.93961895,4.948772662,0.153384635,254.5454545,57.61382682,2013,Acacia aneura,NA,85.94681778
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,42.44086665,68.31845359,5.541370206,0.152366863,294.7678703,56.2624155,2013,Acacia aneura,NA,76.29194697
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,52.20983949,116.4325354,6.704310438,0.178299889,325.5146003,81.5093644,2013,Acacia aneura,NA,134.7386314
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,47.67822496,82.7755211,6.601144479,0.235948975,323.176362,74.94538429,2013,Acacia aneura,NA,95.86812678
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,79.81033215,123.6787049,3.578422819,0.155318229,260.0060643,35.9775559,2013,Eucalyptus salubris,NA,80.91451016
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,73.16338405,125.7126061,3.650221277,0.169284016,324.1719521,38.06858038,2013,Eucalyptus salubris,NA,89.14064735
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,43.88879365,57.75655913,2.715774607,0.160173713,236.460717,21.34045227,2013,Eucalyptus salubris,NA,39.42953634
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,59.05580883,81.72393968,2.7107259,0.143212354,250.2358098,32.47669548,2013,Eucalyptus salubris,NA,59.76479706
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,63.71242725,111.0362631,3.679298319,0.131375786,258.8140307,34.57691639,2013,Eucalyptus salubris,NA,80.60516215
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,63.81545245,101.894694,3.567641084,0.152944083,278.6044974,30.66564417,2013,Eucalyptus salubris,NA,69.10277317
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,65.17579953,89.08407604,2.779213429,0.17106266,228.1172585,42.04186458,2013,Eucalyptus salubris,NA,71.13704088
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,60.84318062,97.90337983,3.115173459,0.130103524,237.0359565,44.97446036,2013,Eucalyptus salubris,NA,84.13258953
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,37.48905175,76.22419193,2.962090669,0.224486746,270.2908482,25.47026406,2013,Eucalyptus salubris,NA,62.60786533
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,33.61037571,74.30778803,2.541928029,0.178038901,247.4765589,23.17901965,2013,Eucalyptus salubris,NA,61.52846252
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,55.13226369,99.80054151,4.548624353,0.145664156,265.390472,33.96930774,2013,Eucalyptus salmonophloia,NA,77.7188968
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,52.0701529,73.76821124,3.932074774,0.067339071,275.3582467,31.00882391,2013,Eucalyptus salmonophloia,NA,56.38005013
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,59.41193006,127.6673928,4.705141877,0.19827848,269.8072805,54.03561424,2013,Eucalyptus salmonophloia,NA,122.0235158
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,48.57969145,84.86654285,4.476130867,0.189689897,272.6027397,47.31532021,2013,Eucalyptus salmonophloia,NA,83.83041602
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,77.5239524,125.5129436,2.948957243,0.094091542,232.9567589,47.54697162,2013,Eucalyptus salmonophloia,NA,97.49600844
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,59.38026239,98.86854171,4.056182596,0.130903474,278.307551,34.63962363,2013,Eucalyptus salmonophloia,NA,74.70735419
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,54.63380855,78.34031144,3.198445541,0.120794211,233.6805887,39.65905116,2013,Eucalyptus salmonophloia,NA,66.67505299
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,73.51667977,NA,3.140187687,0.120687116,250.1126634,60.29993883,2013,Eucalyptus salmonophloia,NA,NA
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,66.82939657,77.21534804,3.924455998,0.36308186,348.1081081,41.31177659,2013,Eremophila scoparia,NA,60.23932043
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,55.135124,66.378571,6.086201254,0.469632849,376.9572782,35.26900399,2013,Eremophila scoparia,NA,52.76446101
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,41.7662063,66.71834903,3.659023695,0.245935267,293.9835916,37.06737372,2013,Eremophila scoparia,NA,63.0019783
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,40.99689464,70.02818357,3.217453204,0.109035569,248.0841668,33.61405086,2013,Eremophila scoparia,NA,63.5301385
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,47.64009083,74.49811462,5.698761668,0.372841345,339.6721311,43.62101172,2013,Eremophila scoparia,NA,71.43933995
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,42.71615053,68.51825677,6.149207346,0.333301578,355.0375134,42.18903075,2013,Eremophila scoparia,NA,68.12514397
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,26.17488422,35.09531561,5.797475283,0.338209231,308.280462,30.09965918,2013,Eremophila scoparia,NA,37.27795839
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,27.86372009,40.62056726,5.342443618,0.329212512,296.720061,38.70717472,2013,Eremophila scoparia,NA,45.95604658
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,95.5824306,39.85884036,4.345258588,0.123511983,215.9090909,72.51908948,2013,Atriplex nummularia,NA,34.727976
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,30.10332971,14.79752719,4.170123728,0.111808037,200.8248162,23.53062367,2013,Atriplex nummularia,NA,13.0959823
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,28.22894049,24.40672793,4.12794414,0.086367343,191.215035,24.01790549,2013,Atriplex nummularia,NA,22.56420684
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,40.09937397,63.56933578,3.751953419,0.089677397,191.5059927,30.3422379,2013,Atriplex nummularia,NA,55.30807594
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,24.23783784,18.97537145,3.054289484,0.097418923,172.6052286,24.69370939,2013,Atriplex nummularia,NA,19.13791584
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,14.53130904,14.77371961,3.159040794,0.080646703,189.3196561,14.86010204,2013,Atriplex nummularia,NA,14.92557337
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,49.15176732,52.81949325,4.931012097,0.159344746,178.9906103,33.25617548,2013,Eremophila scoparia,NA,43.28714016
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,45.45768046,55.44148982,3.882886015,0.149807001,151.0772465,32.11992041,2013,Eremophila scoparia,NA,46.5101942
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,48.10138539,34.53327961,3.281517028,0.108141515,136.8545643,42.55870376,2013,Atriplex nummularia,NA,32.55984127
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,70.01515058,61.21418721,4.389027399,0.160953821,128.1258284,56.50892912,2013,Atriplex nummularia,NA,55.08455504
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,94.86668162,81.97286538,15.04092258,0.179848393,403.8893044,82.37036852,2013,Maireana sedifolia,NA,76.56461671
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,51.12931679,92.68306936,17.35670099,0.210360321,386.3804589,44.06353516,2013,Maireana sedifolia,NA,86.24315704
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,54.24210142,85.52662006,12.54089038,0.129089781,354.1162228,48.93337609,2013,Maireana sedifolia,NA,81.4188715
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,18.43297607,20.27496067,9.63187403,0.102089965,338.2220892,15.17316636,2013,Maireana sedifolia,NA,18.43087368
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,30.04280394,43.93760827,9.76163624,0.123296573,365.530303,17.59951051,2013,Maireana sedifolia,NA,33.27765066
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,47.66070917,113.8614817,12.61895855,0.163727235,418.9678157,29.70219274,2013,Maireana sedifolia,NA,89.22477676
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,22.40356825,22.38228442,15.06695046,0.158825723,407.7731762,20.70222423,2013,Maireana sedifolia,NA,21.55935274
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,38.57726532,NA,16.69360813,0.27864453,360.0654664,38.44326152,2013,Maireana sedifolia,NA,NA
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,73.03327562,84.4017566,5.935331077,0.179707485,302.9273266,50.1378174,2013,Eucalyptus clelandii,NA,69.71509206
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,74.16450363,55.76620856,5.194040282,0.146540536,305.1929214,53.32426703,2013,Eucalyptus clelandii,NA,47.22075918
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,71.16894147,97.3714291,4.333419574,0.136992691,310.9716711,50.25123755,2013,Eucalyptus clelandii,NA,81.65409949
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,20.13576487,20.46530609,4.97042816,0.136879906,407.5634369,15.31644149,2013,Eucalyptus clelandii,NA,17.8550405
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,57.16680012,88.00144332,3.53207592,0.119254864,343.2116692,47.10900868,2013,Eucalyptus clelandii,NA,80.04269784
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,30.885338,64.81049885,4.094370155,0.162538189,309.8591549,27.56959429,2013,Eucalyptus clelandii,NA,61.37626584
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,30.20307466,72.29069139,3.623475328,0.127888991,360.595108,24.75264307,2013,Eucalyptus clelandii,NA,65.56721821
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,45.85902705,99.57900499,3.585684206,0.136728415,335.0077127,35.44226275,2013,Eucalyptus clelandii,NA,87.60729005
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,92.3481096,134.9479451,3.63196434,0.139420488,319.2085122,71.34168286,2013,Eucalyptus clelandii,NA,118.6980796
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,64.44175997,98.41302552,3.503089625,0.287845048,359.2531316,50.19862932,2013,Eucalyptus clelandii,NA,86.94011846
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,88.54196804,106.7938106,5.327152567,0.171416697,321.331561,61.1685605,2013,Eucalyptus transcontinentalis,NA,88.51076432
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,92.41227335,116.7113833,5.115661267,0.183994157,342.2846807,70.87329254,2013,Eucalyptus transcontinentalis,NA,102.2658256
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,58.03820169,83.56038314,4.242613025,0.152079985,311.7683303,37.44086304,2013,Eucalyptus transcontinentalis,NA,66.72920388
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,34.39683744,67.4578496,3.644428343,0.113897229,292.8122658,20.20237965,2013,Eucalyptus transcontinentalis,NA,51.16461733
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,78.09924313,118.182881,2.221019839,0.094141116,202.4922118,64.95807157,2013,Eucalyptus transcontinentalis,NA,108.0062676
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,42.27564757,87.77274855,3.29736866,0.134131966,283.3498246,35.57515906,2013,Eucalyptus transcontinentalis,NA,80.69391494
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,56.58804778,95.7151451,3.348637205,0.123001558,268.7818019,32.39723517,2013,Eucalyptus transcontinentalis,NA,71.57750586
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,46.05997324,95.40885015,3.57755753,0.128727309,295.6705385,26.58178049,2013,Eucalyptus transcontinentalis,NA,71.66548781
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,56.58844476,93.55964846,4.177437968,0.127648857,313.7035222,38.29380344,2013,Eucalyptus transcontinentalis,NA,76.68136141
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,49.82717161,109.9880357,4.215191046,0.140715945,377.7296872,33.83507541,2013,Eucalyptus transcontinentalis,NA,90.31464558
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,29.26490205,58.12939227,3.917223627,0.088272082,211.7887216,22.09580316,2013,Acacia hemiteles,NA,50.51691174
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,47.96596803,106.6655128,6.429230594,0.189870096,203.1308237,32.31583483,2013,Acacia hemiteles,NA,87.21409164
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,44.8654798,81.14908744,4.591784506,0.089581812,204.9603858,26.61397782,2013,Acacia hemiteles,NA,61.88744123
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,37.10726807,79.27415093,4.200418429,0.093998031,213.3550489,23.01791361,2013,Acacia hemiteles,NA,61.96288583
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,67.86357115,69.33700143,5.024964882,0.138178767,202.7839835,38.80754572,2013,Acacia hemiteles,NA,51.81814424
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,52.61426468,116.2045496,4.60125496,0.103617206,234.4610543,28.43157669,2013,Acacia hemiteles,NA,84.15553996
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,64.234862,124.4848471,4.066212726,0.101639681,198.0874317,42.44301271,2013,Acacia hemiteles,NA,100.7156053
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,81.36708222,127.07564,3.654980942,0.090240919,176.6479966,50.23981984,2013,Acacia hemiteles,NA,99.07415758
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,94.98857665,132.6936775,7.229665444,0.210860775,341.2526998,77.52310478,2013,Acacia aneura,NA,120.0944227
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,49.95613045,118.6839487,6.297414248,0.16663735,350,28.87843519,2013,Acacia aneura,NA,89.23071403
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,61.77060509,97.21456784,3.72821378,0.1193641,271.1028959,36.88493467,2013,Acacia aneura,NA,74.41032256
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,52.06061841,89.06136284,5.548971202,0.134806017,371.3646532,35.07674592,2013,Acacia aneura,NA,72.82274283
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,69.58578298,136.8749415,3.56877235,0.107760261,270.1579385,48.57753393,2013,Acacia aneura,NA,114.081714
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,28.98843535,59.83583194,4.739342317,0.144346726,293.243511,20.95866559,2013,Acacia aneura,NA,50.81713716
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,39.66448433,87.80182375,4.405625737,0.132818657,299.1315536,28.03496017,2013,Acacia aneura,NA,73.66938398
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,73.04195008,80.16281698,6.326008543,0.176994438,329.1244049,48.77655597,2013,Acacia aneura,NA,65.23077282
Bloomfield et al 2018 New Phytologist,GWW,-30.191,120.654,449,37.9313614,25.20639825,5.87879273,0.14899284,296.2129734,21.82315344,2013,Acacia aneura,NA,18.90121071
Aktin et al 2015 New Phytologist,a28,-30.18,115,90,55.00155951,NA,1.53,0.13,86.6,44.55429877,1991_2010,Dioscorea hastifolia,NA,NA
Aktin et al 2015 New Phytologist,a28,-30.18,115,90,80.32524212,NA,2.17,0.08,175.2,65.06787931,1991_2010,Spyridium globulosum,NA,NA
Aktin et al 2015 New Phytologist,a28,-30.18,115,90,82.50081347,NA,2.35,0.19,131.4,66.83021217,1991_2010,Myoporum insulare,NA,NA
Aktin et al 2015 New Phytologist,a28,-30.18,115,90,82.27969587,NA,2.41,0.1,117.2,66.65109471,1991_2010,Anthocercis littorea,NA,NA
Aktin et al 2015 New Phytologist,a28,-30.18,115,90,44.78249619,NA,2.44,0.13,102.9,36.27629348,1991_2010,Chenopodiaceae,NA,NA
Aktin et al 2015 New Phytologist,a28,-30.18,115,90,51.8580541,NA,2.81,0.1,175.9,42.00788589,1991_2010,Templetonia retusa,NA,NA
Aktin et al 2015 New Phytologist,a28,-30.18,115,90,82.94593718,NA,2.88,0.47,172.2,67.19078695,1991_2010,Olearia axillaris,NA,NA
Aktin et al 2015 New Phytologist,a28,-30.18,115,90,92.49262951,NA,3.02,0.16,175.8,74.92413462,1991_2010,Acacia rostellifera,NA,NA
Cernusak et al 2011 Agricultural and Forest Meteorology,a29,-22.597,139.567,151,75.01675816,94.45034923,1.94832,0.17,237.6,112.2037203,2006_2007,Corymbia aparrerinja,0.626274077,75.03863006
Cernusak et al 2011 Agricultural and Forest Meteorology,a29,-22.597,139.567,151,72.03244214,93.85053823,1.999131,0.137012137,212.9,107.7400329,2006_2007,Corymbia aparrerinja,0.740249487,72.05344393
Cernusak et al 2011 Agricultural and Forest Meteorology,a29,-22.597,139.567,151,89.10756996,111.9147113,2.057876,0.15,206.2,133.2795645,2006_2007,Corymbia aparrerinja,0.720184976,89.13355018
Cernusak et al 2011 Agricultural and Forest Meteorology,a29,-22.597,139.567,151,80.0269595,109.1898017,2.098305,0.38,235.5,119.6975556,2006_2007,Corymbia aparrerinja,0.733695587,80.05029217
Cernusak et al 2011 Agricultural and Forest Meteorology,a29,-22.597,139.567,151,61.90974831,84.22154242,2.153105,0.29,239.5,92.59936382,2006_2007,Corymbia aparrerinja,0.622608308,61.92779873
Cernusak et al 2011 Agricultural and Forest Meteorology,a29,-22.597,139.567,151,84.33218385,108.791783,2.154207,0.49,225.1,126.1369459,2006_2007,Corymbia aparrerinja,0.742298024,84.35677176
Cernusak et al 2011 Agricultural and Forest Meteorology,a29,-22.597,139.567,151,104.49062,109.788117,1.882706,0.083333333,302.2,156.2882293,2006_2007,Corymbia terminalis,0.687469992,104.5210853
Cernusak et al 2011 Agricultural and Forest Meteorology,a29,-22.597,139.567,151,123.3682497,119.1727409,1.944695,0.03,296.9,184.5237907,2006_2007,Corymbia terminalis,0.734514707,123.404219
Cernusak et al 2011 Agricultural and Forest Meteorology,a29,-22.597,139.567,151,144.2618534,149.2715136,1.825548,0.088,306.3,215.7746754,2006_2007,Corymbia terminalis,0.696461252,144.3039144
Cernusak et al 2011 Agricultural and Forest Meteorology,a29,-22.597,139.567,151,118.9893997,138.149644,1.968384,0.096666667,281.6,177.9742773,2006_2007,Corymbia terminalis,0.756643679,119.0240922
Cernusak et al 2011 Agricultural and Forest Meteorology,a29,-22.597,139.567,151,85.69566828,86.9349411,1.060576,0.126,209.6,128.1763306,2006_2007,Corymbia terminalis,0.700549532,85.72065372
Cernusak et al 2011 Agricultural and Forest Meteorology,a29,-22.597,139.567,151,80.85978007,78.49282315,1.753793,0.06,286.1,120.9432181,2006_2007,Corymbia terminalis,0.740249487,80.88335556
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,101.6219629,NA,3.221485164,0.512344644,259.45792,99.79989422,2014,Corymbia terminalis,NA,NA
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,157.5021088,NA,2.575828008,0.400428455,245.5077892,162.722705,2014,Corymbia terminalis,NA,NA
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,182.2144584,NA,2.83121707,0.358438446,263.3852599,181.352753,2014,Corymbia terminalis,NA,NA
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,17.35843007,NA,2.059153429,0.370529989,331.6880553,19.44675288,2014,Corymbia terminalis,NA,NA
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,9.993187989,NA,2.783306803,1.141597229,259.9920635,10.74803234,2014,Corymbia terminalis,NA,NA
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,15.90937891,63.49358371,3.981316212,1.000207434,291.7620137,16.39646763,2014,Corymbia terminalis,NA,64.37191192
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,7.530088971,NA,2.594909782,0.428378828,266.1341181,7.285344176,2014,Corymbia terminalis,NA,NA
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,6.980380564,23.49855838,2.65056833,0.656435677,273.3344465,7.151375972,2014,Corymbia terminalis,NA,23.75972455
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,5.755094491,13.95014465,2.817658359,0.489172392,306.1491128,6.053984942,2014,Corymbia terminalis,NA,14.27274818
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,4.651279892,15.35839361,2.492762024,0.521606107,296.9049575,4.954802058,2014,Corymbia terminalis,NA,15.80054361
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,8.948205905,19.64909628,5.075103731,0.131506092,240.3854005,8.633024654,2014,Psydrax latifolia,NA,19.32251263
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,5.470684196,NA,4.675981407,0.150964189,230.2478699,5.585089005,2014,Psydrax latifolia,NA,NA
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,2.153169009,10.96374404,4.033855986,0.125933909,260.908682,2.246449969,2014,Psydrax latifolia,NA,11.17649966
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,4.294906444,NA,4.230932126,0.13804585,235.7819406,4.444263927,2014,Psydrax latifolia,NA,NA
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,30.59531258,64.36235998,4.633925348,0.139973441,161.0901241,30.02562327,2014,Eremophila latrobei,NA,63.80287713
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,20.64542659,46.26611432,3.604916219,0.137724179,142.4,20.18633903,2014,Eremophila latrobei,NA,45.78469224
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,17.63591718,35.94709976,4.294437369,0.143135678,184.4936318,16.96687444,2014,Eremophila latrobei,NA,35.30248235
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,23.74525268,49.59727484,4.267388058,0.180480514,186.2325838,23.4963787,2014,Eremophila latrobei,NA,49.35588107
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,11.05776336,26.35974224,3.980076529,0.149886009,172.3689104,9.983411741,2014,Eremophila latrobei,NA,25.10348087
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,15.62485925,37.89406529,4.047134711,0.122883095,147.4828122,14.30773688,2014,Eremophila latrobei,NA,36.33949077
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,12.17849089,33.22741186,3.777344721,0.120504602,143.1711146,11.12236062,2014,Eremophila latrobei,NA,31.82298275
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,10.8695533,31.06388127,3.486276798,0.159869253,141.896938,9.988523103,2014,Eremophila latrobei,NA,29.84096836
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,6.400080425,NA,4.112522683,0.152981053,261.0137138,5.583062255,2014,Psydrax latifolia,NA,NA
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,3.975697415,NA,4.528950837,0.142500701,241.5748484,3.607884848,2014,Psydrax latifolia,NA,NA
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,69.26578667,90.19372875,7.043361268,0.151880427,353.1640773,50.65095167,2014,Hakea leucoptera,NA,77.06419679
Bloomfield et al 2018 New Phytologist,Alice Mulga,-22.4,133.25,606,46.50782425,82.23833273,7.143092441,0.133836635,352.3065476,35.86385487,2014,Hakea leucoptera,NA,72.26704143
