Source,site,lat,lon,Elevation,Vcmax.25,Jmax.25,narea,parea,lma,o_Vcmax,year,species,o_X,o_Jmax
Aktin et al 2015 New Phytologist,a1,-43.42,170.17,215,81.55483338,NA,1.52,0.13,68.2,28.91097505,2008,Aristotelia serrata,NA,NA
Aktin et al 2015 New Phytologist,a1,-43.42,170.17,215,130.6423849,NA,2.22,0.15,153.6,46.31238363,2008,Olearia avicenniifolia,NA,NA
Aktin et al 2015 New Phytologist,a1,-43.42,170.17,215,105.2437124,NA,2.33,0.13,117.2,37.30862068,2008,Hebe sp,NA,NA
Aktin et al 2015 New Phytologist,a1,-43.42,170.17,215,58.9198218,NA,2.46,0.18,232.1,20.88692267,2008,Griselinia littoralis,NA,NA
Aktin et al 2015 New Phytologist,a1,-43.42,170.17,215,75.75752655,NA,2.83,0.19,114.6,26.85584495,2008,Coriaria arborea,NA,NA
Aktin et al 2015 New Phytologist,a2,-43.41,170.17,271,82.62359239,NA,1.42,0.14,79.5,28.38695818,2008,Olearia arboraescens,NA,NA
Aktin et al 2015 New Phytologist,a2,-43.41,170.17,271,43.06309694,NA,1.49,0.11,69.2,14.79517286,2008,Schefflera digitata,NA,NA
Aktin et al 2015 New Phytologist,a2,-43.41,170.17,271,45.59952263,NA,1.56,0.15,62.6,15.66661173,2008,Melicytus ramiflorus,NA,NA
Aktin et al 2015 New Phytologist,a2,-43.41,170.17,271,56.91717015,NA,1.65,0.1,120.4,19.55501186,2008,Coprosma lucida,NA,NA
Aktin et al 2015 New Phytologist,a2,-43.41,170.17,271,123.1042695,NA,1.9,0.21,82.5,42.29488999,2008,Aristotelia serrata,NA,NA
Aktin et al 2015 New Phytologist,a2,-43.41,170.17,271,52.62229329,NA,2.37,0.16,118.6,18.07942255,2008,Coriaria arborea,NA,NA
Aktin et al 2015 New Phytologist,a3,-43.4,170.17,234,119.4272492,NA,1.06,0.11,54.9,41.87970849,2008,Fuchsia excorticata,NA,NA
Aktin et al 2015 New Phytologist,a3,-43.4,170.17,234,50.81175794,NA,1.85,0.21,242,17.81822511,2008,Griselinia littoralis,NA,NA
Aktin et al 2015 New Phytologist,a3,-43.4,170.17,234,73.52267513,NA,1.91,0.18,201.1,25.78229192,2008,Metrosideros umbellata,NA,NA
Aktin et al 2015 New Phytologist,a3,-43.4,170.17,234,188.2446949,NA,2.26,0.23,111,66.01201149,2008,Olearia illcifolia,NA,NA
Aktin et al 2015 New Phytologist,a3,-43.4,170.17,234,31.50023284,NA,2.28,0.18,229.7,11.04622754,2008,Weinmannia racemosa,NA,NA
Aktin et al 2015 New Phytologist,a3,-43.4,170.17,234,94.01999245,NA,2.4,0.16,280,32.97011279,2008,Pseudopanax crassifolius,NA,NA
Aktin et al 2015 New Phytologist,a3,-43.4,170.17,234,39.41375489,NA,2.45,0.28,270.7,13.82127258,2008,Pseudopanax colensoi,NA,NA
Aktin et al 2015 New Phytologist,a4,-43.38,170.18,134,36.06833533,NA,1.59,0.14,161.6,13.36937342,2008,Griselinia littoralis,NA,NA
Aktin et al 2015 New Phytologist,a4,-43.38,170.18,134,51.69097035,NA,2.16,0.17,238.4,19.16018243,2008,Metrosideros umbellata,NA,NA
Aktin et al 2015 New Phytologist,a4,-43.38,170.18,134,16.36077392,NA,2.31,0.16,224.3,6.064413395,2008,Weinmannia racemosa,NA,NA
Aktin et al 2015 New Phytologist,a5,-43.31,170.17,143,14.67357292,NA,1.65,0.08,212.1,5.405974651,2008,Metrosideros umbellata,NA,NA
Aktin et al 2015 New Phytologist,a5,-43.31,170.17,143,4.901195132,NA,1.97,0.09,209.1,1.80567724,2008,Dacrydium cuppressinum,NA,NA
Aktin et al 2015 New Phytologist,a6,-43.25,170.18,68,38.40688741,NA,1.84,0.09,247.5,14.74010646,2008,Metrosideros umbellata,NA,NA
Aktin et al 2015 New Phytologist,a6,-43.25,170.18,68,11.15124439,NA,1.9,0.08,220.4,4.279714929,2008,Weinmannia racemosa,NA,NA
Aktin et al 2015 New Phytologist,a6,-43.25,170.18,68,15.45626859,NA,3.69,0.14,479.6,5.931932,2008,Dacrydium cuppressinum,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a8,-43.233,170.183,50,23.90631247,NA,1.30293,0.0390222,101,9.028040583,2000,Quintinia acutifolia,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a8,-43.233,170.183,50,91.04047761,NA,1.33095,0.0470744,113.9999999,34.38075728,2000,Metrosideros umbellata,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a8,-43.233,170.183,50,14.60577447,NA,1.48506,0.0480035,104,5.515761781,2000,Dacrydium cupressinum,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a8,-43.233,170.183,50,13.68882002,NA,1.49907,0.0551266,113,5.169480773,2000,Dacrydium cupressinum,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a8,-43.233,170.183,50,34.45128865,NA,1.58313,0.0470744,110,13.01027218,2000,Quintinia acutifolia,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a8,-43.233,170.183,50,37.46413899,NA,1.61115,0.0498617,118.9999999,14.14805264,2000,Quintinia acutifolia,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a8,-43.233,170.183,50,17.48763131,NA,1.63917,0.0625594,143.0000001,6.604073521,2000,Weinmannia racemosa,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a8,-43.233,170.183,50,17.81511504,NA,1.79328,0.0659661,121,6.727745309,2000,Dacrydium cupressinum,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a8,-43.233,170.183,50,18.79756624,NA,2.01744,0.0628691,163.9999999,7.098760676,2000,Weinmannia racemosa,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a8,-43.233,170.183,50,19.38703696,NA,2.04546,0.0610109,153.0000001,7.321369896,2000,Weinmannia racemosa,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a8,-43.233,170.183,50,85.14577043,NA,2.78799,0.0888839,237.0000002,32.15466508,2000,Metrosideros umbellata,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a8,-43.233,170.183,50,92.35041254,NA,2.84403,0.0789735,200,34.87544444,2000,Metrosideros umbellata,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,107,61.31046798,NA,1.292953846,0.118335655,128.2051282,22.47055704,2000,Griselinia littoralis,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,105,38.65225155,NA,1.334,0.090708874,238.0952381,14.18187042,2000,Metrosideros umbellata,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,105,24.65747082,NA,1.4007,0.077738069,196.0784314,9.04705527,2000,Weinmannia racemosa,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,107,35.3201609,NA,1.50075,0.25995836,178.5714286,12.94499482,2000,Weinmannia racemosa,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,105,28.6559796,NA,1.508446154,0.097090831,192.3076923,10.51414531,2000,Weinmannia racemosa,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,107,64.64255863,NA,1.551544615,0.152486213,153.8461538,23.69178297,2000,Metrosideros umbellata,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,105,23.32463456,NA,1.579512766,0.13048521,212.7659574,8.558025256,2000,Dacrydium cupressinum,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,105,15.327617,NA,1.7158575,0.110731199,250,5.623845169,2000,Dacrydium cupressinum,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,105,55.31270481,NA,1.757241818,0.119389773,181.8181818,20.29474561,2000,Metrosideros umbellata,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,105,65.30897676,NA,1.785205882,0.126931691,196.0784314,23.96247071,2000,Weinmannia racemosa,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,107,126.6194447,NA,2.00920082,0.140905229,81.96721311,46.40658518,2000,Aristotelia serrata,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,107,130.6179535,NA,2.051902632,0.155683909,87.71929825,47.87205629,2000,Coriaria arborea,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,107,98.62988327,NA,2.10105,0.144544223,69.44444444,36.14828741,2000,Melicytus ramiflorus,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,105,88.63361132,NA,2.251592523,0.180632033,93.45794393,32.52049597,2000,Melicytus ramiflorus,NA,NA
Maire et al 2015 Global Ecol. Biogeogr.,a9,-43.2,170.3,107,115.2903365,NA,2.90145,0.16888075,119.047619,42.25441703,2000,Coriaria arborea,NA,NA
Aktin et al 2015 New Phytologist,a10,-43.0951,146.7242,88,27.33462479,NA,1.02,0.04,120.8,10.17595755,1991_2010,Anopterus glandulosus,NA,NA
Aktin et al 2015 New Phytologist,a10,-43.0951,146.7242,88,60.99230936,NA,1.22,0.03,124.3,22.70582294,1991_2010,Leptospermum lanigerum,NA,NA
Aktin et al 2015 New Phytologist,a10,-43.0951,146.7242,88,23.8922759,NA,1.46,0.03,159.9,8.894462137,1991_2010,Eucryphia lucida,NA,NA
Aktin et al 2015 New Phytologist,a10,-43.0951,146.7242,88,46.42787363,NA,1.63,0.07,172.3,17.28386889,1991_2010,Pittosporum bicolor,NA,NA
Aktin et al 2015 New Phytologist,a10,-43.0951,146.7242,88,20.01592585,NA,1.71,0.03,131.3,7.45139958,1991_2010,Pomaderris apetala,NA,NA
Aktin et al 2015 New Phytologist,a10,-43.0951,146.7242,88,57.80285599,NA,1.71,0.04,142.4,21.51847384,1991_2010,Notelaea ligustrina,NA,NA
Aktin et al 2015 New Phytologist,a10,-43.0951,146.7242,88,34.07563509,NA,1.95,0.07,106.6,12.68545732,1991_2010,Atherosperma moschatum,NA,NA
Aktin et al 2015 New Phytologist,a10,-43.0951,146.7242,88,33.93093576,NA,2.09,0.08,151.7,12.63158958,1991_2010,Nothofagus cunninghamii,NA,NA
Aktin et al 2015 New Phytologist,a10,-43.0951,146.7242,88,48.29565017,NA,2.77,0.14,247.1,17.97919267,1991_2010,Phyllocladus asplenifolius,NA,NA
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,47.13629825,84.14866682,3.303535091,0.087727384,115.9292035,47.30326588,2012,Acacia melanoxylon,NA,84.28581145
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,36.63272962,72.6188929,3.40965073,0.083459425,142.5435387,23.78751133,2012,Acacia melanoxylon,NA,58.19933121
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,76.49649745,119.2760729,3.731327347,0.109101977,148.6322924,53.77876132,2012,Acacia melanoxylon,NA,99.78996661
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,97.85848929,187.4842852,3.614765053,0.102501133,124.2744964,75.0869951,2012,Acacia melanoxylon,NA,164.321446
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,56.20287412,103.1844269,2.591591661,0.064822864,130.6379155,51.0762554,2012,Acacia melanoxylon,NA,98.58433886
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,33.44039654,112.3574998,3.608626165,0.127568377,140.8839779,24.89426673,2012,Acacia dealbata,NA,96.9167305
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,16.26838606,57.50589749,0.673073161,0.008537904,73.34215313,12.32705716,2012,Acacia dealbata,NA,50.06939093
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,75.85935226,170.8017532,0.848847305,0.019565519,66.50516237,54.44452358,2012,Acacia dealbata,NA,144.4891675
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,47.31779653,119.305685,3.400405675,0.221095417,82.33419335,35.78591775,2012,Acacia dealbata,NA,103.7730792
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,81.54636416,163.1205243,3.119718538,0.136199869,247.9553162,50.24158854,2012,Eucalyptus obliqua,NA,127.0252898
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,96.35822492,149.6808938,2.867279416,0.116771428,189.7739243,66.12002181,2012,Eucalyptus obliqua,NA,123.6042814
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,51.58627628,99.75342089,3.121431132,0.141251886,173.1786818,35.22572796,2012,Eucalyptus obliqua,NA,82.15824188
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,82.08948574,157.4829741,2.686914907,0.104438455,202.6084531,59.84516169,2012,Eucalyptus obliqua,NA,134.3393439
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,59.24148436,149.0135889,2.766852015,0.13260977,215.9405664,38.64936534,2012,Eucalyptus obliqua,NA,119.7302285
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,45.07353809,64.762115,0.851874815,0.017644383,135.589979,41.98769394,2012,Nothofagus cunninghamii,NA,62.62545478
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,37.83684503,75.16894104,1.943264154,0.046066472,141.8473139,19.99562517,2012,Nothofagus cunninghamii,NA,53.76537758
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,19.6754826,71.27801959,2.094908191,0.034740024,157.9220779,10.89112953,2012,Nothofagus cunninghamii,NA,52.31543542
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,24.899526,51.34054141,3.493967102,0.216247381,171.3483146,19.72024367,2012,Nothofagus cunninghamii,NA,45.74912373
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,58.81559416,81.60255819,0.98281602,0.033958057,110.1275709,37.64387836,2012,Notelaea ligustrina,NA,64.88538122
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,54.52058924,NA,1.450917827,0.012974174,145.5151347,51.12726199,2012,Notelaea ligustrina,NA,NA
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,32.53861384,48.8804848,1.654966064,0.02366233,168.8236986,29.12560176,2012,Notelaea ligustrina,NA,46.35363078
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,62.64213791,98.77827101,2.754145812,0.075919248,145.0511945,57.24861136,2012,Notelaea ligustrina,NA,94.63464046
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,15.22881142,39.42614097,1.348140388,0.028378117,133.3598726,14.9650004,2012,Eucryphia lucida,NA,39.10756252
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,13.54517871,27.74313348,1.729401348,0.036665269,190.3526971,11.26630011,2012,Eucryphia lucida,NA,25.35450595
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,6.240450206,13.81613441,1.391761857,0.072579658,141.4797324,5.410203687,2012,Eucryphia lucida,NA,12.89475819
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,44.41551527,82.74448975,1.304461022,0.028592044,155.8328497,36.59865632,2012,Eucryphia lucida,NA,75.25854055
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,35.39438887,38.77937382,2.210132862,0.045512003,134.019719,28.93976956,2012,Atherosperma moschatum,NA,35.13061162
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,24.15772972,31.66128097,1.896892141,0.045694481,94.00687491,18.16463655,2012,Atherosperma moschatum,NA,27.45509921
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,6.5042429,16.54151023,1.856080068,0.077077491,100.5726031,6.188896027,2012,Atherosperma moschatum,NA,16.15985811
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,41.24863987,64.94240883,1.726164315,0.102516732,91.74082592,35.91704986,2012,Atherosperma moschatum,NA,60.74429811
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,57.2226201,91.88542085,0.758918305,0.01162905,122.276772,32.11944605,2012,Leptospermum lanigerum,NA,67.96461872
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,57.34952452,68.24639592,1.327638398,0.052309244,102.6682135,31.26738726,2012,Leptospermum lanigerum,NA,49.6696306
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,58.88288103,89.76384443,1.568118101,0.015768751,147.864184,33.32821633,2012,Leptospermum lanigerum,NA,66.70337772
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,43.49590993,94.20075314,3.122822103,0.165118329,291.1349899,31.04520035,2012,Phyllocladus aspleniifolius,NA,79.45368674
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,46.90730859,126.8785833,3.081578322,0.14059355,235.1175588,36.80540308,2012,Phyllocladus aspleniifolius,NA,112.5123067
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,52.77686814,140.5224935,2.117435954,0.110423185,215.248227,44.91624258,2012,Phyllocladus aspleniifolius,NA,129.9321951
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,2.71942577,9.035815794,2.026577903,0.071056055,158.2107475,2.031584529,2012,Pomaderris apetala,NA,7.808618406
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,27.00642786,49.22469854,1.531200582,0.02475382,141.4504002,18.81089943,2012,Pomaderris apetala,NA,40.97811629
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,4.477307084,17.23762916,1.894892674,0.044243658,136.2862685,3.441470639,2012,Pomaderris apetala,NA,15.12191002
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,13.2354863,44.02143692,1.88279471,0.04186314,121.0106383,9.818460289,2012,Pomaderris apetala,NA,37.90118981
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,17.78947825,43.1122039,0.87621655,0.052728567,102.0800684,12.4897818,2012,Anopterus glandulosus,NA,36.04321629
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,33.13537642,74.50416704,1.084644295,0.03319274,137.130259,22.7886017,2012,Anopterus glandulosus,NA,61.5995205
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,31.04587663,72.40650124,1.112630408,0.026103414,123.2049985,21.77495313,2012,Anopterus glandulosus,NA,60.50139451
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,40.04556577,92.79507204,1.863146161,0.064898991,181.7608741,28.77933627,2012,Pittosporum bicolor,NA,78.55585626
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,57.85365613,104.8468551,1.766510309,0.092190546,166.6305525,46.52334507,2012,Pittosporum bicolor,NA,94.17013056
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,31.46072277,93.20597859,1.415076911,0.069031358,157.2540411,23.92440958,2012,Pittosporum bicolor,NA,81.30637944
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,54.98154657,132.3961684,1.460033916,0.073244508,183.3773087,43.73979562,2012,Pittosporum bicolor,NA,118.2512539
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,51.60321293,61.19656009,4.044714763,0.139897484,100.5342399,33.48305189,2012,Melaleuca squarrosa,NA,49.02467706
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,42.04024768,75.00301876,2.194659458,0.094538782,103.0154849,27.99678394,2012,Melaleuca squarrosa,NA,60.94098404
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,30.99148276,59.69020186,1.461851353,0.06365264,109.9420228,21.44528841,2012,Melaleuca squarrosa,NA,49.51489909
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,63.71082015,95.75424227,1.110561128,0.036824608,91.54491763,45.51641199,2012,Melaleuca squarrosa,NA,80.80467337
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,54.7082966,104.0232623,1.377666249,0.032985476,139.8601399,35.18697812,2012,Tasmannia lanceolata,NA,82.93443533
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,32.76081471,73.5025909,1.843107043,0.062351284,198.433588,20.9119862,2012,Tasmannia lanceolata,NA,58.35946231
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,42.04675397,91.34193339,2.100920177,0.085275597,144.7314473,24.36643081,2012,Tasmannia lanceolata,NA,68.76812785
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,54.5057762,119.8551982,0.911729418,0.023786664,139.2245576,32.29083221,2012,Tasmannia lanceolata,NA,91.34111172
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,22.187233,58.23209397,1.08314317,0.071045193,147.6407915,7.066384276,2013,Eucryphia lucida,NA,31.29070932
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,79.95134502,153.3213183,1.899824011,0.116916087,196.5547703,21.7357121,2013,Phyllocladus aspleniifolius,NA,75.2881141
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,41.99512129,85.961674,2.342239261,0.141330681,250.6030555,11.59482987,2013,Phyllocladus aspleniifolius,NA,42.58483001
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,39.52388162,78.66984101,1.690882346,0.099657204,187.9301218,10.43941699,2013,Phyllocladus aspleniifolius,NA,38.00083245
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,19.87236303,43.21447711,1.259481456,0.081960308,165.2186298,5.19923362,2013,Phyllocladus aspleniifolius,NA,20.76169204
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,27.38932975,58.62540288,1.334404799,0.065618092,162.1174524,7.776837751,2013,Phyllocladus aspleniifolius,NA,29.50927659
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,16.00187382,34.35742779,0.901706483,0.061573082,114.373305,4.478245917,2013,Phyllocladus aspleniifolius,NA,17.15199556
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,29.2262089,56.50832476,1.201279035,0.098748883,117.8504085,8.737692951,2013,Phyllocladus aspleniifolius,NA,29.29126596
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,31.05799468,51.71763968,1.439393246,0.114902598,122.224135,9.070055469,2013,Phyllocladus aspleniifolius,NA,26.45244003
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,43.46793613,70.42577544,1.043919892,0.053516859,89.57011136,13.58944922,2013,Anopterus glandulosus,NA,37.44552851
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,54.65625117,84.38195628,1.213774444,0.054488104,83.40994193,15.53388935,2013,Anopterus glandulosus,NA,42.4972416
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,30.94800523,56.17007429,1.078254914,0.036844318,112.7168718,9.429990539,2013,Anopterus glandulosus,NA,29.43254213
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,36.44411619,61.28059582,1.000619292,0.039736292,81.8974374,11.20737688,2013,Anopterus glandulosus,NA,32.27902386
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,61.6484129,91.19150499,1.222019484,0.046337834,85.0195545,16.78255494,2013,Anopterus glandulosus,NA,44.81395145
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,60.48548397,93.69945605,1.122421853,0.044607241,80.35487959,17.14427007,2013,Anopterus glandulosus,NA,47.11731912
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,46.38677649,70.25137157,0.985486412,0.03674602,70.52931055,13.28822775,2013,Anopterus glandulosus,NA,35.54024077
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,49.08124247,65.55676994,1.092848799,0.034027977,76.59982794,14.61461758,2013,Anopterus glandulosus,NA,33.90360964
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,65.03560897,100.7566377,3.367905152,0.161964584,134.8030612,16.96261773,2013,Acacia dealbata,NA,48.32134035
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,47.3355815,97.1938131,4.334971883,0.149828292,165.7880663,12.49786951,2013,Acacia dealbata,NA,46.93831768
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,104.6990206,177.7991449,3.725819779,0.115875309,150.7172689,28.54084434,2013,Acacia dealbata,NA,87.44268205
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,41.88384283,71.27253548,4.727596153,0.129423358,169.974903,11.53286095,2013,Acacia dealbata,NA,35.25356393
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,37.68008164,75.04030671,4.54466475,0.123563122,159.9335341,9.848733569,2013,Acacia dealbata,NA,36.03197338
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,33.50573775,62.99548026,5.345405133,0.130299575,182.0049905,8.880493002,2013,Acacia dealbata,NA,30.48944724
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,36.67384119,65.03831144,4.663327591,0.142745672,158.4817061,9.120451463,2013,Acacia dealbata,NA,30.35625238
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,29.97296663,63.54088093,3.803008888,0.119119511,126.1004045,7.964449598,2013,Acacia dealbata,NA,30.79815768
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,40.09051542,54.61406399,1.004890843,0.02671567,111.6543823,11.07324782,2013,Melaleuca squarrosa,NA,27.06139257
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,42.19366893,67.51338177,1.091124141,0.034171558,102.425064,11.98264446,2013,Melaleuca squarrosa,NA,33.98679976
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,56.22291385,64.97305066,1.124578568,0.025900555,102.3587005,16.74758435,2013,Melaleuca squarrosa,NA,33.60908179
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,45.7103303,51.12249349,1.071317171,0.024896637,91.934085,13.32596423,2013,Melaleuca squarrosa,NA,26.1222661
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,41.05748891,52.98773547,1.047486722,0.029314758,91.16848772,10.76696055,2013,Melaleuca squarrosa,NA,25.49088122
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,43.64168796,63.3645363,1.088655432,0.028019245,93.57301157,11.32315623,2013,Melaleuca squarrosa,NA,30.29806114
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,36.18751055,50.12568064,1.360272643,0.039662694,113.0302261,10.19992563,2013,Melaleuca squarrosa,NA,25.12582463
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,48.65200914,90.28111005,3.120675265,0.116243166,195.633683,14.03684728,2013,Eucalyptus obliqua,NA,45.85905325
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,61.78035165,104.3219868,3.273962927,0.135254653,199.1304636,17.93452942,2013,Eucalyptus obliqua,NA,53.17708746
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,33.59674147,77.92671784,2.081872046,0.120358546,139.0770986,10.26917683,2013,Acacia melanoxylon,NA,40.9056118
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,43.94642395,90.38552629,4.002570383,0.129818999,141.5577375,14.54410872,2013,Acacia melanoxylon,NA,49.63961986
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,29.63946472,61.94945414,1.312978931,0.057592984,58.3104909,8.347827507,2013,Atherosperma moschatum,NA,31.03892369
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,34.29530048,75.90216233,1.376556078,0.062545446,62.5539258,9.711440103,2013,Atherosperma moschatum,NA,38.14689275
Bloomfield et al 2018 New Phytologist,Warra,-43.095,146.654,111,55.31151893,80.43627746,1.816004007,0.070606513,87.14788732,14.7701164,2013,Pomaderris apetala,NA,39.09704826
