lon,lat,Ca,pH,N,CN,P_total,NP,pft_value,pft_type,pre1,pre2,pre3,pre4,pre5,pre6,pre7,pre8,pre9,pre10,pre11,pre12,radi1,radi2,radi3,radi4,radi5,radi6,radi7,radi8,radi9,radi10,radi11,radi12,tmn1,tmn2,tmn3,tmn4,tmn5,tmn6,tmn7,tmn8,tmn9,tmn10,tmn11,tmn12,tmx1,tmx2,tmx3,tmx4,tmx5,tmx6,tmx7,tmx8,tmx9,tmx10,tmx11,tmx12,vap1,vap2,vap3,vap4,vap5,vap6,vap7,vap8,vap9,vap10,vap11,vap12,qair1,qair2,qair3,qair4,qair5,qair6,qair7,qair8,qair9,qair10,qair11,qair12
-54.95889,-2.85667,369.5491667,NA,NA,NA,NA,NA,12,Evergreen Forest,200.1087468,289.59144,318.4256352,285.661758,230.6826204,132.666952,90.80460406,57.49696632,43.49496689,49.47292409,86.94841083,162.9706242,169.4097986,167.607048,160.8280116,151.7103456,149.2893793,158.0450515,181.188583,200.7451827,220.3017824,229.9100592,209.5547901,190.7184314,22.65067194,22.3411714,22.47085001,22.5792634,22.86088537,22.07158054,21.92202272,22.32613676,22.58183615,22.99759609,22.83167127,22.65744807,31.0482267,30.6249865,30.75512749,30.753229,30.99751256,31.38650658,31.85098567,32.74050951,33.3360658,33.74681772,33.38868259,32.13694855,30.37497881,30.4442487,30.60183012,30.92068689,31.47864343,30.37474973,30.12792278,30.14758529,30.14225544,30.57069052,30.44846176,30.08786378,0.02161642,0.02090053,0.02093777,0.02104586,0.02140539,0.01992541,0.02000308,0.01949905,0.02126347,0.01918622,0.02008625,0.01907811
-54.960329,-2.490485,385.6041667,4.83,0.49,20.41,116.9,41.91616766,3,Unclassfied,200.4615392,290.3809633,324.5740071,292.854917,237.1168693,132.6735488,91.95834541,54.72792492,41.71587509,47.2743934,82.14751899,162.3473638,169.6922321,168.2720547,160.8190784,152.0976106,149.0632748,157.22058,180.4662008,200.834233,221.2022653,229.6020693,208.9491623,190.6630467,22.81460044,22.51390116,22.64505855,22.71207518,23.01719885,22.22168965,22.08648739,22.51771024,22.74818972,23.15740005,23.00138603,22.7963204,31.17311379,30.72690555,30.83438567,30.80294159,31.00354573,31.37827752,31.82568911,32.76659679,33.41178442,33.84494073,33.53021306,32.2610716,30.44848511,30.46838508,30.59418816,30.91382819,31.49955193,30.38081208,30.09597882,30.15730936,30.08758822,30.53776261,30.41094067,30.02429206,0.01997259,0.01957938,0.02078796,0.02092701,0.02108638,0.0194977,0.01820017,0.0197122,0.0196864,0.02023775,0.02058462,0.02096982
-54.96888889,-3.018061111,369.5491667,NA,NA,NA,NA,NA,12,Evergreen Forest,206.1063501,296.7481946,308.893351,265.9081677,203.3432566,118.0745945,78.18310317,62.77432554,51.27112964,60.94820363,108.4860729,175.2181502,166.8437769,163.7732369,158.0748398,149.9389591,149.0927761,160.6978318,184.2842267,199.8549138,215.425601,225.4741343,206.9534654,187.7430462,22.30154243,21.98824126,22.11628758,22.32496378,22.53192958,21.68567978,21.46820402,21.82009471,22.18438705,22.63536038,22.45026577,22.35871537,30.90355888,30.52270197,30.71144144,30.80321241,31.20156221,31.65044461,32.19635448,32.93736541,33.33280549,33.64763565,33.17251682,31.93110868,30.4171936,30.63087708,30.77887835,31.16211759,31.62853288,30.55278242,30.38792407,30.2556528,30.47269992,30.95076183,30.75782151,30.4443572,0.02087637,0.02045163,0.02079442,0.02102044,0.02122407,0.02074152,0.02103888,0.01972859,0.02129761,0.02085652,0.02173727,0.02138052
-55.9,-9.6,381.8958333,4.995,0.99,10.025,122.45,80.84932626,12,Evergreen Forest,314.0070451,346.9061299,390.777797,210.3563339,88.80801842,16.81077329,5.440142459,33.82029863,94.61138499,188.438511,258.4495589,314.2445373,173.77061,173.2550963,169.9538008,168.6222424,174.961661,188.1037428,199.3474142,206.7343081,214.121202,216.1316029,200.5880282,185.5415733,20.72179395,20.50479353,20.73233653,20.99569941,19.56432139,18.14701634,17.58621687,18.34606039,19.38686658,20.71651581,20.67811282,20.77425657,30.85789621,30.70991275,30.8470938,31.44988966,31.86068997,32.54434501,33.0721445,34.09281208,33.33309353,34.38503137,31.78371635,31.06498636,29.364243,29.76039504,29.24107619,29.93293238,28.04066174,26.27853275,24.85818889,26.01245058,27.4794142,30.99515341,29.55213368,29.0295125,0.02023105,0.02064257,0.02066946,0.02068092,0.01663222,0.01332321,0.01097164,0.01200023,0.01714474,0.02195238,0.0205396,0.0207777
-55.917617,-9.578383,387.43,5.34,0.8,9.97,126.8,63.09148265,12,Evergreen Forest,314.0169248,346.7547467,390.8878077,211.0078505,89.36324197,16.89673415,5.543125977,33.89780688,94.7979222,188.5709765,258.7211214,314.2280965,173.7894397,173.244228,169.8883095,168.5627198,174.8397886,188.0177305,199.2592684,206.6179932,213.976718,216.109343,200.6702472,185.5736404,20.74072867,20.52234684,20.74928224,21.00928854,19.58337235,18.1701916,17.60834099,18.36605519,19.39996075,20.72902165,20.69461054,20.79184816,30.86593847,30.71718329,30.85190008,31.45319703,31.86411976,32.54696274,33.07459877,34.09447167,33.33396223,34.38762276,31.79473035,31.07377694,29.38046858,29.77217374,29.24716074,29.94333015,28.05409007,26.29134977,24.86365886,26.02119018,27.4839288,31.00118528,29.56492867,29.04091575,0.01957274,0.01955158,0.02064612,0.0195202,0.01684132,0.01221935,0.00894948,0.00878526,0.01439912,0.01893439,0.01901806,0.0203031
-55.936855,-9.59831,387.43,4.65,1.18,10.08,118.1,99.91532599,12,Evergreen Forest,313.842235,346.8681851,390.2407042,210.5691206,88.90388549,16.8266862,5.431861279,33.8339049,94.58195042,188.27224,258.1219985,313.6271588,173.841044,173.2403947,169.9561886,168.5143933,174.9037844,188.0578324,199.3420328,206.7085905,214.0751483,216.0704927,200.536635,185.569662,20.69153902,20.47481201,20.70383365,20.96476837,19.54393284,18.12847193,17.56879955,18.32416896,19.3642213,20.68717419,20.64773322,20.74556484,30.82904859,30.67924597,30.8183156,31.41929407,31.83708122,32.5208585,33.05052464,34.06691301,33.30956587,34.35128158,31.76222528,31.04071185,29.34160345,29.7390975,29.22468623,29.91225706,28.03270694,26.27954442,24.87127805,26.01985356,27.47965101,30.97989787,29.53525957,29.00667013,0.01954359,0.01952714,0.02061748,0.01951317,0.01686084,0.01222323,0.0089514,0.00879132,0.01442176,0.01892137,0.01900169,0.02027399
-60.634197,-18.533554,383.7916667,5.52,0.66,10.09,98.9,66.73407482,21,Mixed Forest,147.8712522,135.4204892,122.9981922,71.02491187,46.53406499,25.62864522,16.08940615,14.77233386,41.29370945,83.97900374,106.3043949,133.857569,254.8949538,240.575264,220.5512203,195.7772554,159.4789401,148.0950936,167.3993859,197.8124047,228.2254236,251.7293342,254.5703354,261.9591061,21.8708202,21.14223111,20.46525065,18.0840299,15.37111871,14.81203444,14.07414527,15.40526481,17.72658123,19.89934011,20.55937003,21.42344777,32.54278338,32.49503045,31.92418361,31.03544357,28.96191389,28.21605081,28.11413741,30.70938208,33.36903703,33.85752999,33.62770541,33.20233614,26.04392162,26.0357783,24.89147983,22.48630668,20.00327869,18.2780324,16.31016029,16.44350256,18.90062232,21.26245488,23.42244429,25.10367807,0.01807281,0.01930909,0.01719056,0.0156829,0.01063543,0.01078716,0.00833394,0.00788153,0.01114791,0.01386171,0.01743672,0.01742758
-60.812485,-18.524475,383.7916667,6.06,1.22,9.56,537.1,22.71457829,21,Mixed Forest,143.0162169,131.8700271,118.2359184,67.41437227,44.61494748,25.26851047,15.55626245,14.25293317,39.31581855,81.10305784,103.9565375,128.5111499,255.0960882,240.3989884,220.5353743,195.3310603,158.5936818,146.7478099,166.34617,196.9253806,227.5045912,251.3227848,254.7618258,261.9963887,21.85903211,21.13916497,20.43389313,18.05972361,15.41984868,14.7851548,14.02573574,15.34008433,17.65263276,19.8813887,20.55750364,21.42172515,32.55736079,32.49896276,31.91877243,30.99066821,28.8386907,28.10558007,28.07439829,30.63758835,33.32729174,33.86096851,33.59536134,33.19973361,25.99211267,25.93213708,24.84059359,22.38014389,19.90479971,18.15425574,16.25108107,16.31534183,18.75312057,21.11049758,23.27635604,24.9840413,0.01796794,0.01925731,0.01710561,0.01542187,0.01046566,0.01066039,0.00813574,0.00765702,0.01113595,0.01376132,0.01727631,0.01724024
-60.83113,-14.578711,383.7916667,4.63,0.83,12.99,107.2,77.42537313,12,Evergreen Forest,197.9485466,207.6393446,198.787444,103.2692308,49.07218914,18.13443854,11.27161441,23.03956567,64.92071236,111.1508378,145.4791594,197.0339289,203.8814456,199.0976972,185.533063,186.1710262,170.8397071,171.9238914,189.5032311,212.7299209,235.9566108,244.9430989,224.2699753,215.2785077,21.42157301,21.45343256,20.98929536,19.64875613,17.94109272,16.23051588,15.56576591,16.80627669,18.95299093,20.58956247,21.17775236,21.27500646,31.45868183,31.51827856,31.11657736,31.73630333,30.43217364,29.90039992,30.27059808,32.49613083,33.56091744,33.66683723,33.11644501,31.90721377,27.80962886,28.6844127,26.88775153,26.33814012,24.00713989,21.2757863,19.57442356,20.81414279,22.06691603,25.36702498,26.6974224,26.75481905,0.02038318,0.0207097,0.01972077,0.01927941,0.01493885,0.012583,0.01137311,0.01013819,0.01326488,0.01588848,0.0208106,0.02006884
-60.84947,-14.600268,383.7916667,4.93,0.96,14.5,184,52.17391304,12,Evergreen Forest,197.4043212,205.1648196,196.94254,102.5181034,49.32710644,18.53205604,11.67602024,23.22505207,65.286964,110.7859227,143.1156243,196.4648171,203.6730577,198.7588758,185.2401291,185.77715,170.4603435,171.6365194,189.3828042,212.7784624,236.1741205,244.8248083,223.9117768,215.0320933,21.53011036,21.55189399,21.09431367,19.72248358,18.02954989,16.33770406,15.66009369,16.88943082,19.03076787,20.67092512,21.27118709,21.37061239,31.53623777,31.59314054,31.20775416,31.79602253,30.47777748,29.94051228,30.31735051,32.55431049,33.66464399,33.74456555,33.1850055,31.97195548,27.868585,28.72643886,26.96327777,26.34555171,24.02747078,21.3101117,19.59700364,20.8270052,22.07166574,25.36846285,26.69765544,26.78914941,0.02040502,0.02074193,0.01982261,0.01931586,0.01492817,0.01265507,0.01141932,0.01020714,0.01345116,0.01605497,0.02091269,0.02009973
-60.85885,-18.182692,383.7916667,6.36,0.54,11.59,109,49.5412844,21,Mixed Forest,151.7042249,138.1826112,122.3061549,68.89808145,46.95270823,27.59621425,16.9240529,15.98164162,42.3595266,84.12196245,107.4549466,135.4839023,251.7639402,238.3960394,218.7563533,195.6802978,160.2754643,148.9543432,168.4126133,198.9636894,229.5147655,252.8379566,252.8422176,259.5205533,21.88276955,21.18984346,20.52356921,18.21345809,15.64244391,14.91727156,14.17272959,15.43122183,17.78510724,19.90001574,20.67802293,21.4712334,32.44202777,32.47047038,31.93505634,31.15178184,29.04039175,28.30865149,28.3325905,30.80869694,33.47350514,33.88775658,33.5814652,33.07139099,26.15549101,26.13415809,24.99227894,22.61235352,20.12131355,18.27858412,16.42294454,16.56164907,18.95420104,21.34609679,23.50856948,25.15777959,0.0182439,0.01943499,0.01741543,0.01585834,0.01084163,0.01092072,0.00841436,0.00779299,0.01134859,0.01382072,0.01780691,0.01752632
-61.18813,-16.4138,383.7916667,5.12,0.49,11.22,99.9,49.04904905,14,Deciduous Forest,169.1823736,162.0489642,140.5934834,77.27146869,51.78542476,28.72659761,16.73701851,24.6915557,54.43810908,94.86222429,111.3889162,162.6269046,223.7616014,217.0134162,202.2633918,192.2495589,165.9871044,160.1748096,179.3046983,208.6073781,237.9100579,254.1126506,238.462654,235.1273571,21.38400983,21.02531255,20.37015438,18.34260068,16.46574158,15.07966664,14.38009701,15.42125523,17.94546723,19.72046015,20.70831345,21.18577829,31.68389852,31.7694606,31.48758221,31.34895769,29.49338901,28.68292259,28.90878089,31.25601529,33.68988988,33.61218405,33.17784026,32.24426042,26.40851675,26.85979272,25.39997648,23.46471082,21.00647522,18.61693417,16.8268454,17.35233262,19.23292244,22.31694157,24.13122281,25.39227036,0.01945956,0.02001314,0.01858832,0.01765244,0.01251214,0.01179779,0.00953319,0.00838592,0.012985,0.01471887,0.01993696,0.01877393
-61.191006,-16.415585,383.7916667,5.24,1.15,13.51,130.1,88.39354343,14,Deciduous Forest,169.1694799,162.0315542,140.578794,77.25619928,51.78239675,28.73083087,16.73852522,24.6948534,54.43235296,94.85762056,111.3838182,162.6076445,223.7520602,217.0053171,202.2571375,192.2457477,165.98164,160.1686741,179.3003643,208.6038615,237.9073587,254.1077487,238.4556745,235.1172895,21.38308391,21.02457675,20.36936079,18.34187034,16.46523666,15.07937213,14.37990311,15.42054609,17.94437581,19.71946062,20.70732998,21.18491849,31.68304965,31.76855696,31.48692509,31.34816377,29.49235332,28.68226913,28.90817947,31.25506685,33.68896538,33.6113178,33.17679201,32.24320146,26.40726037,26.85852504,25.39903851,23.46320343,21.00532398,18.61649505,16.8269048,17.35194424,19.23174516,22.31578501,24.1298344,25.3910004,0.01945918,0.02001248,0.01858796,0.01765234,0.01251204,0.01179791,0.00953321,0.00838575,0.01298505,0.01471832,0.01993629,0.01877361
-61.212437,-16.39101,383.7916667,5.88,1.15,9.56,223.4,51.47717099,14,Deciduous Forest,167.9967441,160.6173588,139.1314324,76.45937939,51.80289526,28.77471823,16.65019284,24.88498008,54.25456715,94.54843222,109.9663617,161.539752,223.4464324,216.7804354,202.1444539,192.1929029,165.8561966,159.9872579,179.2087687,208.6398034,238.070838,254.250926,238.5335811,234.9338232,21.33476002,20.97480687,20.31400034,18.27393493,16.41631675,15.02789658,14.33078786,15.35258555,17.88545547,19.66463452,20.65556053,21.14036359,31.65285069,31.7285704,31.45982719,31.30183718,29.43731151,28.63216087,28.8566952,31.20583912,33.67271395,33.58670632,33.13880403,32.20711097,26.32586863,26.76807005,25.32561619,23.34404142,20.89381971,18.52291992,16.7399555,17.24438768,19.11855944,22.21324597,24.01275521,25.30047689,0.0194703,0.0200003,0.01860125,0.01766724,0.01247,0.01181439,0.00950837,0.00834582,0.01307603,0.01473426,0.01995826,0.01878089
-61.24528,-15.250871,383.7916667,6.3,1.74,10.8,506.9,34.3262971,12,Evergreen Forest,188.6483129,193.2946579,180.4587926,94.25773488,49.37808555,21.43593066,13.64550252,24.25238255,61.70510076,105.1994593,134.7431863,187.5262981,207.6356938,202.5914008,189.349194,187.6708846,169.1712269,168.8801525,186.596893,211.9262838,237.2556746,247.2012548,226.8504844,219.0136903,21.40961659,21.34645552,20.81537391,19.25512055,17.52731881,15.89844838,15.20184526,16.37675625,18.6171842,20.2894993,21.04661152,21.23596982,31.51905742,31.57399561,31.24100839,31.63841602,30.16400941,29.51749228,29.86241185,32.1220172,33.61576653,33.62717885,33.14203295,31.9921766,27.42052455,28.21294973,26.51873791,25.5181726,23.1614189,20.50243106,18.80972611,19.80018649,21.17740606,24.45541589,25.96074232,26.38367718,0.02010049,0.02046827,0.01932592,0.01871169,0.01422436,0.01232799,0.01081973,0.00957446,0.01310278,0.01552007,0.0205919,0.01966481
-61.3,-15.3,385.6041667,6.3,1.74,10.8,506.9,34.3262971,12,Evergreen Forest,186.2759666,189.8120067,176.1889536,92.19667065,49.49738061,22.19784016,14.06976343,24.50315251,60.83132146,104.0069497,132.303778,184.5516441,208.5045767,203.4303466,190.2216581,188.0000505,168.6983701,167.9122184,185.7755818,211.5295626,237.2835433,247.6600113,227.5692534,219.9394074,21.36901033,21.28618754,20.73691698,19.13314339,17.39812507,15.79425734,15.09955502,16.24499255,18.50998549,20.19128801,20.97449015,21.19451251,31.50466083,31.55586712,31.23469267,31.57919454,30.05910086,29.40451879,29.73827558,31.99683031,33.58632595,33.58613852,33.10811507,31.97649981,27.28288481,28.04773931,26.38154072,25.27372138,22.91749172,20.29694466,18.60708147,19.53578101,20.9427028,24.20965647,25.73842611,26.2480426,0.02032561,0.01944384,0.01910781,0.01582227,0.01389306,0.01200989,0.01183476,0.01282022,0.01058278,0.01793995,0.01968242,0.0201014
-62.916667,-15.783333,371.2965,NA,NA,NA,NA,NA,12,Evergreen Forest,192.5534767,173.7221739,159.8326395,80.20535366,53.33959433,34.70559239,24.75616019,33.87024077,56.76053569,102.0765661,122.4411465,172.6515329,208.0232268,203.3632302,191.2674142,185.866783,161.6374137,156.1678909,175.7962681,203.7310194,231.6657707,242.2672698,224.2078454,216.9980898,21.30663416,21.22284938,20.64222064,18.75664418,17.03075516,15.78387129,15.0918814,15.68448443,17.73976361,19.56984237,20.53350846,21.00546116,31.04783159,31.11476771,31.00874932,30.99543213,28.99872658,28.4662035,28.78469534,30.62694417,32.65339995,32.74040182,32.31925975,31.35626637,26.42830667,26.89536083,25.66661719,23.61515271,21.4366105,19.53867395,17.99421117,18.32683935,19.52508841,22.67413081,24.18854277,25.33099312,0.01918817,0.01931512,0.01886021,0.01692326,0.0145656,0.01336245,0.01136598,0.01066306,0.0124326,0.01489166,0.01678677,0.01812703
-67.05,1.933,369.64,NA,NA,NA,NA,NA,12,Evergreen Forest,164.5825289,175.5425667,223.8076733,293.6515316,402.5287727,378.9082381,383.4768469,287.3140039,247.4873777,193.89996,212.9745461,194.5237186,135.7270214,166.6436058,153.7767607,150.2195597,151.2166078,138.8959368,145.4362448,163.9709249,178.4760432,177.4776751,171.9213149,144.2742099,21.79716102,22.13286506,22.26819995,22.57336051,22.1613091,21.78806322,21.19030286,21.40181225,21.36961682,21.94806012,22.16826594,21.89003124,32.69841498,32.83177722,32.6330599,31.39342073,30.64951258,29.94331788,29.94220947,30.70961863,31.6084945,31.77637273,31.68490544,31.59649232,29.52856669,29.71182751,29.2279976,30.53075138,30.12344279,29.91308298,29.52555467,29.41882095,29.59405689,29.92690694,30.27155428,29.73380848,0.02146651,0.02117528,0.02155602,0.0217898,0.02197082,0.02094448,0.02007083,0.02055327,0.02083978,0.02143268,0.02190844,0.02105748
-69.0539,-12.534,371.2965,6.07,0.24,7.58,727,3.301237964,12,Evergreen Forest,343.8352293,356.3901747,318.6025901,177.7676372,118.193665,87.47526627,61.17447486,63.16924285,94.67250457,217.5872516,234.0616366,296.7629395,187.0457997,188.534206,179.4804304,174.1058477,165.9378186,159.2897583,175.472927,192.4879568,200.5690089,206.0790048,196.8261942,192.7101393,27.54919526,27.73329881,27.6262831,25.94120398,24.45115875,22.589639,21.0556739,21.38771882,22.59499966,25.25839847,26.43847711,27.13839393,30.6284964,30.3162622,30.5946958,30.93910799,29.90436722,29.32825358,29.1512768,30.68459216,32.02302008,31.46080576,31.43854246,30.61483489,22.01719967,22.01689578,21.81926666,21.04818405,19.95857404,18.22668687,17.87367811,18.08629696,19.46624036,20.91546879,21.42255201,21.76517491,0.01961532,0.01954415,0.01968665,0.01874284,0.01702598,0.01557701,0.01452495,0.014087,0.01575355,0.0172679,0.01874394,0.01913211
-69.05392,-12.53404,390.45,6.07,0.24,7.58,727,3.301237964,12,Evergreen Forest,283,392,434,225,140,13,57,22,101,140,173,431,189.8508597,184.3426818,183.950392,176.0641469,171.8566152,168.3469225,181.6737885,210.9098307,217.399929,207.8759022,199.542098,192.853139,22.16746464,21.75077783,21.41615678,21.22403677,19.59664689,20.16629738,19.02440161,18.58740182,19.58197854,20.56773408,22.1815621,22.17451337,30.46656873,30.25894313,30.05131753,30.07038905,30.08946058,29.58214978,29.14697942,30.3704573,33.26559832,31.72292614,31.43188996,30.46059575,27.6789204,28.00622463,27.45804595,26.1789761,24.44244251,23.83104187,21.97740974,21.79722307,22.71449432,25.21530308,27.10117864,27.25545464,0.02027932,0.0196498,0.01977219,0.01962107,0.01645348,0.01729546,0.01593751,0.01465947,0.01640001,0.01888326,0.01862618,0.01943903
-69.07059,-12.83029,390.45,4.21,0.11,7,326,3.374233129,12,Evergreen Forest,283,392,434,225,140,13,57,22,101,140,173,431,189.8508597,184.3426818,183.950392,176.0641469,171.8566152,168.3469225,181.6737885,210.9098307,217.399929,207.8759022,199.542098,192.853139,22.28245125,21.82232124,21.4918739,21.27840818,19.70799852,20.42294677,19.31334306,18.83128195,19.69766489,20.64317061,22.34243461,22.31244293,30.4322481,30.23304576,30.03384342,30.00133892,29.96883442,29.35830397,28.87589927,30.10615108,33.06468618,31.63945582,31.34103242,30.40456838,27.78004168,28.06544252,27.4048183,26.04652389,24.37147481,23.78507695,21.99877304,21.86118653,22.62160648,25.06409668,27.12118853,27.22493267,0.02016864,0.01943787,0.01951603,0.0196817,0.01645376,0.01738233,0.01610581,0.01476302,0.01630082,0.0188874,0.01856357,0.01924609
-69.2705,-12.8309,388.57,4.21,0.11,7,326,3.374233129,12,Evergreen Forest,581.0688743,529.1891395,365.9260933,147.6427331,248.8440794,27.57121582,95.16353383,33.37984044,50.36918032,273.4458585,177.66511,344.5916671,182.5952945,180.712634,184.6470467,178.149597,160.4650029,166.8920552,167.3738687,209.0499481,207.8371099,200.5238661,196.0130553,195.8258668,22.37723425,22.86047861,22.4864644,21.79427206,19.95467923,3.80833187,17.43394038,17.51749991,0.468623147,20.42892248,20.489445,21.23817965,30.3285248,30.49313706,31.09314001,31.85237883,29.29147558,30.41868029,28.53266189,30.85707943,32.59678385,31.24438449,32.03414915,30.84451588,27.98776679,28.34412429,27.55128143,26.14406309,24.5878157,22.82373576,21.12039071,21.15578072,22.91189325,24.95011896,25.49777689,26.31718158,0.01936521,0.01996153,0.01996572,0.01935548,0.01710306,0.01659605,0.01505025,0.01452772,0.01728435,0.01779296,0.01863847,0.01855515
-69.2706,-12.8303,371.2965,4.21,0.11,7,326,3.374233129,12,Evergreen Forest,376.8305339,379.9979121,339.1770621,191.3513087,135.097592,112.8084858,76.04305359,75.60861856,102.0245322,242.3755054,248.1807501,324.4517293,183.6149791,188.5210789,178.5903593,171.8974996,163.1806697,155.5173846,170.7738671,187.490531,195.3567896,200.6293252,192.6706698,189.8699925,27.43656522,27.61042855,27.40669219,25.63349817,24.18793834,22.51807702,21.06043062,21.42597217,22.50975077,25.09483651,26.32638583,27.00494196,30.53340563,30.21739296,30.52067026,30.88414533,29.75048325,29.13059527,28.84803522,30.40388743,31.81082943,31.24226714,31.32789156,30.51954537,22.02736969,22.05793047,21.83618814,21.04158475,20.04739699,18.44000306,18.1093127,18.28502704,19.50821294,20.95259853,21.47826361,21.79311413,0.01944597,0.01935507,0.01949428,0.01874567,0.01718861,0.01585405,0.01490177,0.01471817,0.01617652,0.01752006,0.01891048,0.01910614
-69.28436,-12.83093,390.45,3.91,0.16,9.37,256,6.25,12,Evergreen Forest,297,444,455,225,147,15,83,27,114,160,199,508,189.1352337,183.8954025,183.198029,175.5658056,168.5899962,164.5015232,177.7009451,206.5375073,212.0142723,203.8329406,195.6702347,190.1978455,22.11710243,21.6510688,21.28053125,21.09481983,19.60810995,20.32751543,19.20715173,18.72592436,19.55380454,20.43067712,22.15811504,22.13760873,30.28708234,30.08267052,29.8782587,29.84276755,29.80727639,29.19915896,28.67797909,29.95264995,32.80844884,31.4402331,31.20136478,30.23406439,27.51233266,27.74527775,27.09794567,25.73548648,24.10294279,23.65856457,21.82035525,21.76543869,22.48549407,24.86664639,26.82974926,26.95135654,0.01992502,0.01917001,0.01925936,0.01952242,0.01657065,0.01726399,0.0160608,0.01491497,0.01642743,0.01883069,0.01866849,0.01905421
-69.2844,-12.8309,371.2965,3.91,0.16,9.37,256,6.25,12,Evergreen Forest,377.580473,380.2735589,339.2049386,191.4417859,135.4008341,113.5668392,76.36716222,75.86239509,102.1026179,243.0460672,248.2617645,325.0434833,183.5551474,188.5767663,178.7032036,172.0199427,163.3372023,155.6755402,170.8113049,187.5090148,195.3563087,200.6162142,192.824949,189.9857128,27.32531588,27.49915538,27.29320145,25.51960819,24.07874275,22.41975082,20.97358605,21.34167974,22.42331573,24.99036958,26.21576584,26.8950982,30.44443654,30.12879688,30.43400357,30.79949666,29.66543751,29.04644988,28.76202505,30.31379971,31.71766479,31.1559316,31.24441987,30.43674188,21.92772494,21.96024116,21.73597486,20.93872408,19.94706155,18.34437281,18.01262647,18.18810705,19.40577804,20.85134085,21.37749888,21.69183378,0.01939317,0.01930238,0.01944128,0.01869697,0.01714102,0.01581021,0.01486477,0.01469172,0.01614621,0.01748292,0.01886346,0.01905521
-69.296,-12.8385,388.57,5.06,0.17,7.05,529,3.213610586,12,Evergreen Forest,586.1509395,532.490879,367.8721035,148.3514365,251.282318,27.86814751,96.56068802,33.80853577,50.70393948,276.5635322,178.5229661,348.7531887,182.6554754,180.8101655,184.6631178,178.1054223,160.404759,166.7802777,167.3857877,208.8688411,207.6822745,200.4035678,195.8593977,195.8174241,22.40808564,22.89231616,22.51419994,21.82967996,19.99859806,3.834269836,17.48001146,17.56083227,0.454075767,20.46047604,20.52194967,21.26996814,30.35369708,30.51753302,31.11801604,31.87500096,29.31403336,30.43630335,28.55085194,30.87614333,32.61568933,31.25960348,32.05725368,30.86424763,28.00945801,28.36902998,27.57452019,26.16000919,24.60742135,22.85579739,21.15160686,21.19345035,22.93756401,24.97665497,25.52743695,26.34599667,0.01943878,0.01934775,0.019488,0.01874463,0.01719191,0.01585931,0.01490767,0.01472957,0.01618359,0.01752217,0.01891032,0.01910032
-69.296,-12.8386,371.2965,5.06,0.17,7.05,529,3.213610586,12,Evergreen Forest,379.8119384,382.3833601,340.9554521,192.6079595,136.5996664,114.9027861,77.18697423,76.56576779,102.8143623,244.8798926,249.7941221,327.051794,183.5737434,188.6272579,178.6697868,171.8989753,163.1765487,155.4987114,170.6516585,187.3684066,195.1984439,200.4682727,192.6232515,189.8927757,27.42168689,27.5945503,27.3882724,25.61041076,24.16830842,22.51259609,21.06034956,21.43111748,22.50930758,25.0837076,26.31383905,26.9929302,30.52375117,30.20753686,30.5128616,30.87721375,29.73968391,29.12003139,28.83080124,30.38859202,31.79512639,31.2252263,31.31812451,30.51021859,22.0207396,22.05288358,21.82934718,21.03550828,20.04767836,18.44959905,18.11655548,18.2890723,19.50315884,20.94572013,21.47137527,21.7871836,0.01937219,0.01997312,0.01997784,0.01937834,0.01712998,0.01662163,0.01507547,0.01456071,0.01730903,0.01780735,0.01865941,0.01856579
-69.29602,-12.83855,390.45,5.06,0.17,7.05,529,3.213610586,12,Evergreen Forest,297,446,456,225,148,15,85,27,115,160,200,511,189.110725,183.8970488,183.1821127,175.5488878,168.4997773,164.402247,177.6005125,206.4267414,211.865046,203.706461,195.5491337,190.1224866,22.21095961,21.74268101,21.37334492,21.19126662,19.70905905,20.43372585,19.31148552,18.828259,19.65122848,20.52560202,22.25325415,22.23210688,30.36634793,30.16211159,29.95787525,29.92002034,29.88216542,29.27144091,28.7457736,30.0278122,32.88745877,31.51107364,31.27526104,30.30786105,27.60707157,27.83768319,27.1902199,25.82491171,24.19052508,23.7545533,21.90436085,21.85288484,22.56906985,24.96082543,26.92505108,27.04603608,0.01997322,0.0192138,0.01930328,0.01957108,0.0166187,0.01731764,0.01610928,0.01495737,0.01646378,0.01887757,0.01871607,0.01909709
-71.47,-37,371.2965,NA,NA,NA,NA,NA,22,Mixed Forest,7.528144964,14.74040118,11.09504967,31.99897333,91.63449586,113.685563,93.6839804,80.20791054,40.4587526,27.90354041,15.35487512,12.65587886,358.3765921,315.9708869,243.3930884,164.0220602,101.6289063,75.16382689,90.95604015,141.3284416,191.7008431,256.7415526,326.3167877,355.7343277,7.075715268,6.126738511,4.341428321,0.711237345,-1.171068113,-2.612084801,-3.811865486,-3.366772409,-1.955393931,0.604147512,3.262962858,5.677512456,23.69549266,23.0559208,20.68234742,15.73764207,11.16172393,8.369461669,7.618307979,9.304695621,12.09196441,15.97832633,19.49093427,22.2846545,6.842856842,6.805340139,6.309321658,5.215533244,4.71386531,4.304568473,4.148067013,4.278142694,4.274139512,4.699207281,5.540659692,6.583742012,0.00594065,0.00580086,0.00581778,0.00550694,0.00515007,0.00479569,0.0043194,0.00451709,0.00495192,0.00578971,0.00618985,0.00645458
