lon,lat,z,start_yr,end_yr,source,site,species,Family,Genus,Tleaf,narea,parea,lma,Vcmax.tleaf,Vcmax.25,Jmax.tleaf,Jmax.25,Date,Year,Aarea,Ca_Global,PPFD,vpd,Tg,soil_CN,soil_pH,soil_P_total
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Aconitum delphinifolium,Ranunculaceae,Aconitum,19.72,1.23,0.083,40.1,25.6,41.2,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Anemone parviflora,Ranunculaceae,Anemone,15.215,1.74,0.092,52.5,13.5,33.1,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Arctostaphylos alpina,Ericaceae,Arctostaphylos,16.72333333,1.56,0.135,106.8,37.1,77,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Artemisia alaskana,Asteraceae,Artemisia,18.54666667,2.03,0.102,79.5,27.9,49.5,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Astragalus umbellatus,Fabaceae,Astragalus,19.346,3.51,0.192,63.4,35.4,60.2,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Calamagrostis canadensis,Poaceae,Calamagrostis,17.12,1.69,0.09,35,11,22.3,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Carex aquatilis,Cyperaceae,Carex,17.71,1.69,0.122,88.8,15.6,29.4,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Carex bigelowii,Cyperaceae,Carex,18.975,1.87,0.1,89.2,11.4,19.8,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Carex saxatilis,Cyperaceae,Carex,17.63,1.4,0.085,76.2,9.5,18.8,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Dryas integrifolia,Rosaceae,Dryas,17.06,1.45,0.108,85.5,12.3,24.9,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Dryas octopetala,Rosaceae,Dryas,17.91222222,1.73,0.148,82.8,15.4,29.1,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Elymus trachycaulus,Poaceae,Elymus,18.784,1.08,0.111,58.7,20.6,36,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Epilobium latifolium,Onagraceae,Epilobium,18.65,2.27,0.173,67.9,36.1,62.5,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Equisetum arvense,Equisetaceae,Equisetum,18.18,7.67,1.059,208.8,31.6,58.3,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Eriophorum angustifolium,Cyperaceae,Eriophorum,17.53375,1.76,0.135,69.6,20.8,40.6,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Eriophorum vaginatum,Cyperaceae,Eriophorum,18.235,3.72,0.305,185,26.3,48.5,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Festuca rubra,Poaceae,Festuca,18.628,2.7,0.178,161.8,18.7,33,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",GentiaNAglauca,Gentianaceae,Gentiana,17.69,0.79,0.126,43.1,11,21.5,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Geum glaciale,Rosaceae,Geum,18.22,2.48,0.27,99.6,23.9,44.3,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Hedysarum alpinum,Fabaceae,Hedysarum,18.277,2.38,0.101,71.1,44.1,80.7,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Kobresia sibirica,Cyperaceae,Kobresia,17.44,3.7,0.168,158.4,18.8,37.6,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Ledum palustre,Ericaceae,Ledum,20.70666667,2.54,0.2,260.8,18.9,26.8,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Oxytropis deflexa,Fabaceae,Oxytropis,17.70666667,2.27,0.096,49.5,41.3,79.5,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Oxytropis nigrescens,Fabaceae,Oxytropis,18.52,3.4,0.225,89.9,19.3,34.6,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Petasites frigidus,Asteraceae,Petasites,17.084,1.79,0.156,50,13.6,28,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Polygonum bistorta,Polygonaceae,Polygonum,19.13833333,7.12,0.635,191.1,39.9,64.8,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Potentilla fruiticosa,Rosaceae,Potentilla,18.985,1.5,0.21,56.5,20.1,33.6,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Potentilla nivea,Rosaceae,Potentilla,18.13,1.37,0.148,53.7,32,59.4,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Potentilla palustris,Rosaceae,Potentilla,17.07,1.37,0.082,59.5,31.8,65.5,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Rhododendron lapponicum,Ericaceae,Rhododendron,18.10166667,2.72,0.222,161,16.3,30.4,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Salix glauca,Salicaceae,Salix,17.05666667,2.3,0.228,54.6,16.4,33.4,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Salix pulchra,Salicaceae,Salix,18.03333333,2.38,0.263,52.3,16.4,31.1,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Salix reticulata,Salicaceae,Salix,17.34,1.89,0.208,61.8,19,37.7,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Saussurea angustifolia               ,Asteraceae,Saussurea,18.24166667,1.95,0.113,91.8,13.6,25.2,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Spiraea beauverdiana,Rosaceae,Spiraea,18.655,1.2,0.083,56.8,18.8,33.7,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Vaccinium uliginosum,Ericaceae,Vaccinium,18.415,1.47,0.083,78.4,18.8,33.7,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Vaccinium vitis-idaea,Ericaceae,Vaccinium,20.17,1.51,0.13,222.1,11.6,17.7,NA,NA,NA,NA,NA,386.047715,312.58734129613924,0.1878421711793242,6.9674785341760295,NA,NA,NA
-79.55,8.983,100,2001,2015,Atkin et al. 2015 New Phytologist,PNM,Albizia guachapele,Fabaceae,Albizia,28,2.68,0.089,88.5,53.8,41.5,NA,NA,NA,NA,NA,386.047715,376.3603759184838,0.40007690734196233,28.50084601191195,NA,NA,NA
-79.55,8.983,100,2001,2015,Atkin et al. 2015 New Phytologist,PNM,Anacardium excelsum,Anacardiaceae,Anacardium,28,1.5,0.153,109.9,59.8,46.1,NA,NA,NA,NA,NA,386.047715,376.3603759184838,0.40007690734196233,28.50084601191195,NA,NA,NA
-79.55,8.983,100,2001,2015,Atkin et al. 2015 New Phytologist,PNM,AnnoNAspraguei,Annonaceae,Annona,28,2.51,0.15,88.8,57.7,44.5,NA,NA,NA,NA,NA,386.047715,376.3603759184838,0.40007690734196233,28.50084601191195,NA,NA,NA
-79.55,8.983,100,2001,2015,Atkin et al. 2015 New Phytologist,PNM,Astronium graveolens,Anacardiaceae,Astronium,28,2.55,0.175,88.1,61.4,47.3,NA,NA,NA,NA,NA,386.047715,376.3603759184838,0.40007690734196233,28.50084601191195,NA,NA,NA
-79.55,8.983,100,2001,2015,Atkin et al. 2015 New Phytologist,PNM,Castilla elastica var costaricana,Moraceae,Castilla,28,2.87,0.177,104.4,84.2,64.9,NA,NA,NA,NA,NA,386.047715,376.3603759184838,0.40007690734196233,28.50084601191195,NA,NA,NA
-79.55,8.983,100,2001,2015,Atkin et al. 2015 New Phytologist,PNM,Cecropia peltata,Urticaceae,Cecropia,28,2.85,0.17,100.4,89.3,68.8,NA,NA,NA,NA,NA,386.047715,376.3603759184838,0.40007690734196233,28.50084601191195,NA,NA,NA
-79.55,8.983,100,2001,2015,Atkin et al. 2015 New Phytologist,PNM,Chrysophyllum cainito,Sapotaceae,Chrysophyllum,28,2.15,0.117,116.8,58.5,45.1,NA,NA,NA,NA,NA,386.047715,376.3603759184838,0.40007690734196233,28.50084601191195,NA,NA,NA
-79.55,8.983,100,2001,2015,Atkin et al. 2015 New Phytologist,PNM,Ficus insipida,Moraceae,Ficus,28,3.35,0.25,146.9,111.2,85.7,NA,NA,NA,NA,NA,386.047715,376.3603759184838,0.40007690734196233,28.50084601191195,NA,NA,NA
-79.55,8.983,100,2001,2015,Atkin et al. 2015 New Phytologist,PNM,Luehea seemannii,Tiliaceae,Luehea,28,2.58,0.157,104.8,92.9,71.6,NA,NA,NA,NA,NA,386.047715,376.3603759184838,0.40007690734196233,28.50084601191195,NA,NA,NA
-79.55,8.983,100,2001,2015,Atkin et al. 2015 New Phytologist,PNM,Pittoniotis trichantha,Rubiaceae,Pittoniotis,28,2.8,0.095,68.1,67,51.7,NA,NA,NA,NA,NA,386.047715,376.3603759184838,0.40007690734196233,28.50084601191195,NA,NA,NA
-79.55,8.983,100,2001,2015,Atkin et al. 2015 New Phytologist,PNM,Spondias mombin,Anacardiaceae,Spondias,28,2.42,0.132,102.7,58.1,44.8,NA,NA,NA,NA,NA,386.047715,376.3603759184838,0.40007690734196233,28.50084601191195,NA,NA,NA
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Haploclathra cordata,Calophyllaceae,Haploclathra,28.45,1.48,0.11,159.5,40.4,30,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Brosimum utile subsp ovatifolium,Moraceae,Brosimum,27.83,1.94,0.12,130.9,60.5,47.3,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Caraipa tereticaulis,Calophyllaceae,Caraipa,27.86,0.97,0.02,178.3,37.9,29.6,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Emmotum floribundum,Icacinaceae,Emmotum,27.92,1.5,0.12,205.8,48.3,37.5,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Chrysophyllum sanguinolentum,Sapotaceae,Chrysophyllum,28.95,1.82,0.06,160.1,45.5,32.3,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Aspidosperma desmanthum,Apocynaceae,Aspidosperma,27.86,1.87,0.16,154.9,37.3,29.1,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Brosimum rubescens,Moraceae,Brosimum,28.65,1.97,0.09,144.7,58.1,42.3,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Roucheria columbiana,Linaceae,Roucheria,27.88,1.39,0.02,133.6,39,30.4,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Licaria cannella,Lauraceae,Licaria,27.84,1.74,0.04,141.5,31.2,24.4,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Tovomita calophyllophylla,Clusiaceae,Tovomita,27.85,1.77,0.05,139.3,19.5,15.2,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Pouteria lucumifolia,Sapotaceae,Pouteria,27.84,1.26,0.04,180.7,22.8,17.8,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Protium polybotryum,Burseraceae,Protium,27.86,1.68,0.05,149.7,40.2,31.4,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Macoubea sprucei,Apocynaceae,Macoubea,27.87,1.42,0.07,134.5,54.5,42.5,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Lueheopsis althaeiflora,Malvaceae,Lueheopsis,27.97,3.26,0.12,236.8,80.1,61.9,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Alchornea triplinervia,Euphorbiaceae,Alchornea,27.85,3.4,0.16,107.3,62.8,49.1,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Micropholis guyanensis subsp guyanensis,Sapotaceae,Micropholis,27.73,1.93,0.06,174.9,41.1,32.4,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6277,-4.8991,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-12,Micrandra spruceana,Euphorbiaceae,Micrandra,28.29,1.98,0.1,142.6,22.1,16.6,NA,NA,NA,NA,NA,386.047715,339.0191895503044,0.23082274738610095,30.072180183690257,20.79,4.25,132.74
-73.6295,-4.8782,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-11,Aptandra liriosmoides,Olacaceae,Aptandra,27.93,2.97,0.14,159.9,30.5,23.7,NA,NA,NA,NA,NA,386.047715,338.9316216010267,0.23058137211815724,30.06941642626644,11.69,3.98,141.14
-73.6295,-4.8782,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-11,Eschweilera coriacea,Lecythidaceae,Eschweilera,28.71,1.9,0.1,128.4,9.8,7.1,NA,NA,NA,NA,NA,386.047715,338.9316216010267,0.23058137211815724,30.06941642626644,11.69,3.98,141.14
-73.6295,-4.8782,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-11,Mezilaurus synandra,Lauraceae,Mezilaurus,27.99,3.5,0.13,230,66.6,51.4,NA,NA,NA,NA,NA,386.047715,338.9316216010267,0.23058137211815724,30.06941642626644,11.69,3.98,141.14
-73.6295,-4.8782,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-11,Qualea paraensis,Vochysiaceae,Qualea,27.81,2.15,0.08,133.4,43,33.7,NA,NA,NA,NA,NA,386.047715,338.9316216010267,0.23058137211815724,30.06941642626644,11.69,3.98,141.14
-73.6295,-4.8782,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-11,Sloanea brevipes,Elaeocarpaceae,Sloanea,27.5,1.74,0.09,112.2,52.9,42.6,NA,NA,NA,NA,NA,386.047715,338.9316216010267,0.23058137211815724,30.06941642626644,11.69,3.98,141.14
-73.6295,-4.8782,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-11,Osteophloeum platyspermum,Myristicaceae,Osteophloeum,29.17,2.4,0.1,110.4,63.5,44.3,NA,NA,NA,NA,NA,386.047715,338.9316216010267,0.23058137211815724,30.06941642626644,11.69,3.98,141.14
-73.6295,-4.8782,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-11,Micropholis guyanensis,Sapotaceae,Micropholis,29.205,3.3,0.055,174.7,26.6,17.2,NA,NA,NA,NA,NA,386.047715,338.9316216010267,0.23058137211815724,30.06941642626644,11.69,3.98,141.14
-73.6295,-4.8782,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-11,Pouteria platyphylla,Sapotaceae,Pouteria,27.87,3.08,0.1,219,55.1,42.9,NA,NA,NA,NA,NA,386.047715,338.9316216010267,0.23058137211815724,30.06941642626644,11.69,3.98,141.14
-73.6295,-4.8782,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-11,Myrciaria floribunda,Myrtaceae,Myrciaria,27.51,1.52,0.05,110.6,18.3,14.7,NA,NA,NA,NA,NA,386.047715,338.9316216010267,0.23058137211815724,30.06941642626644,11.69,3.98,141.14
-73.6295,-4.8782,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-11,Pourouma bicolor,Urticaceae,Pourouma,30.72,1.35,0.02,160.8,135.2,82.7,NA,NA,NA,NA,NA,386.047715,338.9316216010267,0.23058137211815724,30.06941642626644,11.69,3.98,141.14
-73.6295,-4.8782,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-11,Pouteria guianensis,Sapotaceae,Pouteria,34.95,2.21,0.07,151.8,67.3,28.9,NA,NA,NA,NA,NA,386.047715,338.9316216010267,0.23058137211815724,30.06941642626644,11.69,3.98,141.14
-73.6295,-4.8782,124,2001,2015,Atkin et al. 2015 New Phytologist,JEN-11,Mouriri nigra,Melastomataceae,Mouriri,27.72,3.82,0.17,166.8,50.1,39.5,NA,NA,NA,NA,NA,386.047715,338.9316216010267,0.23058137211815724,30.06941642626644,11.69,3.98,141.14
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Emmotum sp,Icacinaceae,Emmotum,27.93,1.3,0.09,130.4,37.1,28.8,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Eugenia macrocalyx,Myrtaceae,Eugenia,28.3,1.23,0.06,204.1,26.5,19.9,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Dicymbe uaiparuensis,Fabaceae,Dicymbe,27.81,1.71,0.09,108.4,31.3,24.6,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Emmotum floribundum,Icacinaceae,Emmotum,27.86,1.4,0.19,234.1,16.4,12.8,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Hevea pauciflora,Euphorbiaceae,Hevea,27.8,1.9,0.19,135,27.4,21.5,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Dendropanax resinosus,Araliaceae,Dendropanax,27.86,1.15,0.1,122.9,20.3,15.8,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Cybianthus nestorii,Primulaceae,Cybianthus,27.84,1.88,0.11,216.1,47.7,37.3,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Jacqueshuberia loretensis,Fabaceae,Jacqueshuberia,27.72,1.63,0.08,86.6,54.5,43.1,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Caraipa utilis,Calophyllaceae,Caraipa,28.02,1.76,0.15,233.9,37.4,28.8,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Cupania diphylla,Sapindaceae,Cupania,29.53,1.5,0.11,201.6,10.5,7.1,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Williamodendron spectabile,Lauraceae,Williamodendron,27.84,1.6,0.08,150.7,24.4,19.1,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Chrysophyllum sanguinolentum,Sapotaceae,Chrysophyllum,27.65,1.74,0.07,197.3,41.4,32.9,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Sloanea robusta,Elaeocarpaceae,Sloanea,27.82,1.01,0.08,145.9,36,28.1,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.44,-3.941,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-40,Virola pavonis,Myristicaceae,Virola,27.84,2.19,0.12,198.2,49.9,39,NA,NA,NA,NA,NA,386.047715,333.9737513841433,0.21278830750329863,29.750331860786492,20.72,4.07,59.24
-73.4267,-3.9543,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-30,Aspidosperma excelsum,Apocynaceae,Aspidosperma,27.85,1.53,0.08,141.2,33,25.7,NA,NA,NA,NA,NA,386.047715,333.99713109815207,0.21286510398019828,29.751603481712777,12.27,4.165,73.97
-73.4267,-3.9543,120,2001,2015,Atkin et al. 2015 New Phytologist,ALP-30,Aspidosperma desmanthum,Apocynaceae,Aspidosperma,28.32,2.28,0.16,192.4,48.5,36.4,NA,NA,NA,NA,NA,386.047715,333.99713109815207,0.21286510398019828,29.751603481712777,12.27,4.165,73.97
