lon,lat,z,start_yr,end_yr,source,site,species,Family,Genus,Tleaf,narea,parea,lma,Vcmax.tleaf,Vcmax.25,Jmax.tleaf,Jmax.25,Date,Year,Aarea,Ca_Global,PPFD,vpd,Tg,soil_CN,soil_pH,soil_P_total
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Litsea leefeana,Lauracea,Litsea,27.89,2.007,0.0559,75.42,35.92,27.9,73.73,66.65,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Litsea leefeana,Lauracea,Litsea,27.06,2.54,0.065,86.74,36.47,30.5,88.44,81.99,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Litsea leefeana,Lauracea,Litsea,27.18,1.552,0.07540000000000001,104.44,19.38,16,49.63,45.83,29.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Litsea leefeana,Lauracea,Litsea,27.16,1.936,0.0912,115.91,23.36,19.4,70.51,65.16,29.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Litsea leefeana,Lauracea,Litsea,27.05,1.867,0.09570000000000001,126.15,26.14,21.9,61.05,56.61,29.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Litsea leefeana,Lauracea,Litsea,27.09,1.852,0.0851,129.11,48.9,40.8,95.62,88.56,29.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Daphnandra repandula,Monimiaceae,Daphnandra,29.67,2.359,0.0684,68.2,34.18,22.8,63.86,55.53,29.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Daphnandra repandula,Monimiaceae,Daphnandra,29.46,1.762,0.06459999999999999,55.12,51.67,35.1,82.35,71.85,29.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cardwellia sublimis,Proteaceae,Cardwellia,28.78,1.171,0.0778,71.32,29.73,21.4,58.39,51.63,30.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cardwellia sublimis,Proteaceae,Cardwellia,27.14,1.335,0.0499,117,43.82,36.4,70.08,64.81,30.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Daphnandra repandula,Monimiaceae,Daphnandra,27.97,2.464,0.0695,86.33,36.5,28.2,80.35,72.48,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Daphnandra repandula,Monimiaceae,Daphnandra,28.31,2.047,0.052899999999999996,65.12,30.44,22.8,64.32,57.5,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Ficus leptoclada,Moraceae,Ficus,28.6,1.879,0.0658,87.86,52.59,38.5,89.1,79.1,30.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Ficus leptoclada,Moraceae,Ficus,29.15,2.091,0.069,91.9,37.22,26,86.09,75.53,30.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Myristica globosa ssp. muelleri,Myristicaceae,Myristica,28.91,1.417,0.0772,86.15,41.56,29.6,54.45,48.01,30.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Myristica globosa ssp. muelleri,Myristicaceae,Myristica,28.85,1.548,0.0733,103.2,29.35,21,62.96,55.58,30.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cardwellia sublimis,Proteaceae,Cardwellia,28.32,1.492,0.0533,113.9,37.52,28.1,56.77,50.74,31.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Ficus leptoclada,Moraceae,Ficus,29.09,1.814,0.0627,97.44,15.7,11,41.87,36.78,31.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Ficus leptoclada,Moraceae,Ficus,28.75,1.698,0.06470000000000001,99.13,14.14,10.2,45,39.81,31.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cardwellia sublimis,Proteaceae,Cardwellia,28,1.681,0.0733,102.05,18.24,14.1,42.69,38.48,5.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cardwellia sublimis,Proteaceae,Cardwellia,29.66,1.228,0.0427,99.01,50.32,33.6,77.16,67.1,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cardwellia sublimis,Proteaceae,Cardwellia,29.26,1.264,0.0407,102.46,43.08,29.8,67.67,59.25,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Polyscias elegans,Araliaceae,Polyscias,27.43,1.71,0.0692,85.56,52.92,42.8,118.55,108.62,1.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Polyscias elegans,Araliaceae,Polyscias,29.15,1.017,0.0489,63.3,44.66,31.2,73.2,64.23,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cardwellia sublimis,Proteaceae,Cardwellia,27.03,1.01,0.0359,109.17,34.66,29,64.9,60.23,1.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cardwellia sublimis,Proteaceae,Cardwellia,28.55,1.836,0.0742,116.87,73.81,54.3,136.25,121.1,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Prunus turneriana,Rosaceae,Prunus,27.11,1.794,0.0698,116.68,29.22,24.3,58.12,53.8,31.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Prunus turneriana,Rosaceae,Prunus,27.07,1.732,0.0655,101.37,29.13,24.3,53.91,49.96,31.3.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Alphitonia whitei,Rhamnaceae,Alphitonia,29.74,1.871,0.0676,143.31,40.92,27.2,92.16,80.06,1.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Alphitonia whitei,Rhamnaceae,Alphitonia,30.37,1.652,0.0632,108.02,51.69,32.5,86.64,74.72,1.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Ficus leptoclada,Moraceae,Ficus,28.85,1.884,0.0718,88.91,60.83,43.6,99.77,88.07,1.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Ficus leptoclada,Moraceae,Ficus,27.1,1.329,0.0631,56.57,17.29,14.4,38.34,35.5,1.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Prunus turneriana,Rosaceae,Prunus,27.04,1.911,0.068,102.99,34.29,28.7,54.43,50.5,1.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Prunus turneriana,Rosaceae,Prunus,27.09,1.966,0.06459999999999999,106.69,20.13,16.8,45.11,41.78,1.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cryptocarya mackinnoniana,Lauracea,Cryptocarya,29.24,2.117,0.0691,142.8,51.19,35.5,83.16,72.84,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cryptocarya mackinnoniana,Lauracea,Cryptocarya,27.1,1.887,0.06520000000000001,128.88,35.48,29.5,66.23,61.32,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Prunus turneriana,Rosaceae,Prunus,27.91,1.698,0.0639,94.44,58.74,45.6,86.72,78.37,1.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Prunus turneriana,Rosaceae,Prunus,28.17,1.792,0.0719,101.15,58.91,44.7,86.45,77.57,1.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Prunus turneriana,Rosaceae,Prunus,27.21,1.751,0.0644,100.72,67.4,55.6,107.57,99.24,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Prunus turneriana,Rosaceae,Prunus,28.86,2.787,0.10529999999999999,148.16,89.79,64.2,125.92,111.13,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Prunus turneriana,Rosaceae,Prunus,27.07,1.909,0.0747,111.34,58.01,48.4,90.46,83.84,1.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Prunus turneriana,Rosaceae,Prunus,26.99,1.576,0.0706,92.24,50.19,42.2,80.78,75.06,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Polyscias elegans,Araliaceae,Polyscias,29.15,0.901,0.046200000000000005,63.7,29.28,20.4,55.57,48.76,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Polyscias elegans,Araliaceae,Polyscias,29,1.07,0.045700000000000005,66.04,27.59,19.5,72.97,64.22,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Polyscias elegans,Araliaceae,Polyscias,28.75,1.681,0.0639,76.61,55.16,39.9,98.45,87.11,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Polyscias elegans,Araliaceae,Polyscias,27.16,1.922,0.0699,79.14,43.35,35.9,99.51,91.96,2.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Alphitonia whitei,Rhamnaceae,Alphitonia,27.13,2.557,0.0709,122.57,38.41,31.9,41.13,38.04,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Alphitonia whitei,Rhamnaceae,Alphitonia,27.17,2.546,0.0745,130.37,37.43,31,40.02,36.97,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Gillbeea adenopetala,Cunoniaceae,Gillbeea,28.97,0.908,0.0269,76.32,34.53,24.5,54.96,48.4,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Gillbeea adenopetala,Cunoniaceae,Gillbeea,28.58,1.135,0.0348,104.78,27.01,19.8,56.01,49.75,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Gillbeea adenopetala,Cunoniaceae,Gillbeea,28.55,1.121,0.037899999999999996,116.93,21.1,15.5,59.07,52.5,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Gillbeea adenopetala,Cunoniaceae,Gillbeea,28.01,1.115,0.0402,92.84,40.95,31.5,79.22,71.38,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cryptocarya mackinnoniana,Lauracea,Cryptocarya,26.84,1.977,0.09090000000000001,117.32,34.2,29.1,61.04,57.01,8.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cryptocarya mackinnoniana,Lauracea,Cryptocarya,27.42,1.834,0.0938,117.25,33.54,27.2,53.79,49.3,5.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cryptocarya mackinnoniana,Lauracea,Cryptocarya,27.03,2.472,0.09190000000000001,162.12,54.99,46.1,73.15,67.88,5.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cryptocarya mackinnoniana,Lauracea,Cryptocarya,27.04,2.798,0.09290000000000001,169.17,51.32,43,82.61,76.64,5.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Gillbeea adenopetala,Cunoniaceae,Gillbeea,28.13,1.358,0.0442,129.97,38.82,29.6,61.71,55.42,5.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Gillbeea adenopetala,Cunoniaceae,Gillbeea,28.96,0.896,0.0304,74.81,38.69,27.4,61.16,53.86,5.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Gillbeea adenopetala,Cunoniaceae,Gillbeea,28.9,1.378,0.0493,140.74,63.44,45.3,102.15,90.09,5.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Gillbeea adenopetala,Cunoniaceae,Gillbeea,28.48,1.188,0.041299999999999996,136.91,17.94,13.3,35.47,31.58,5.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Gillbeea adenopetala,Cunoniaceae,Gillbeea,28.25,1.426,0.047,107.38,63.22,47.7,94.72,84.82,5.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Gillbeea adenopetala,Cunoniaceae,Gillbeea,28.2,1.565,0.0485,136.82,52.83,40,83.62,74.97,5.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cryptocarya mackinnoniana,Lauracea,Cryptocarya,27.95,2.29,0.1026,139.67,67.37,52.1,89.23,80.54,5.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Cryptocarya mackinnoniana,Lauracea,Cryptocarya,28.04,1.758,0.09409999999999999,114.39,49.59,38.1,56.95,51.27,5.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Alphitonia whitei,Rhamnaceae,Alphitonia,26.98,1.96,0.055299999999999995,109.69,34.65,29.2,70.85,65.86,6.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Alphitonia whitei,Rhamnaceae,Alphitonia,28.84,1.72,0.0466,98.51,24.63,17.7,58.77,51.9,6.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Ficus leptoclada,Moraceae,Ficus,28.5,1.454,0.0424,63.39,32.66,24.1,63.44,56.45,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Ficus leptoclada,Moraceae,Ficus,28.78,2.044,0.0703,89.72,42.29,30.5,102.19,90.35,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Myristica globosa ssp. muelleri,Myristicaceae,Myristica,29.05,2.19,0.1107,125.91,51.29,36.1,86.99,76.47,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Myristica globosa ssp. muelleri,Myristicaceae,Myristica,29,1.871,0.09029999999999999,111.84,40.3,28.5,69.24,60.94,5.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Alphitonia whitei,Rhamnaceae,Alphitonia,27.36,2.238,0.0729,107.39,41.32,33.6,100.2,92,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Alphitonia whitei,Rhamnaceae,Alphitonia,26.88,1.894,0.0586,110.12,51.91,44.1,105.09,98.01,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Myristica globosa ssp. muelleri,Myristicaceae,Myristica,27.46,1.589,0.08979999999999999,105.2,44.71,36.1,84.25,77.14,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Myristica globosa ssp. muelleri,Myristicaceae,Myristica,27.08,1.3,0.0728,90.69,38.83,32.4,66.84,61.92,3.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Ficus leptoclada,Moraceae,Ficus,28.09,1.896,0.0583,82.42,45.43,34.7,83.68,75.25,1.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Ficus leptoclada,Moraceae,Ficus,27.5,2.26,0.0725,93.86,57.61,46.4,105.52,96.5,1.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Alphitonia whitei,Rhamnaceae,Alphitonia,27.43,1.105,0.0541,69.77,36.84,29.8,62.72,57.47,6.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Alphitonia whitei,Rhamnaceae,Alphitonia,26.76,1.359,0.0399,80.65,31.7,27.2,59.44,55.65,6.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Flindersia bourjotiana,Rutaceae,Flindersia,27.99,1.632,0.0599,149.3,43.31,33.4,72.01,64.93,9.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Flindersia bourjotiana,Rutaceae,Flindersia,27.05,2.022,0.054,168.18,66.07,55.3,108.96,101.05,9.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Flindersia bourjotiana,Rutaceae,Flindersia,27.01,1.67,0.053899999999999997,139.94,55.75,46.8,103.21,95.84,9.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Flindersia bourjotiana,Rutaceae,Flindersia,27.75,1.581,0.0515,134.61,32.02,25.2,70.59,64.08,9.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Flindersia bourjotiana,Rutaceae,Flindersia,27.75,1.52,0.060399999999999995,140.05,38.81,30.6,78.44,71.2,9.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Flindersia bourjotiana,Rutaceae,Flindersia,27.94,1.922,0.060899999999999996,133.96,57.45,44.5,86.13,77.76,9.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Flindersia bourjotiana,Rutaceae,Flindersia,28.51,1.704,0.05,128.94,34.73,25.6,57.82,51.44,9.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Flindersia bourjotiana,Rutaceae,Flindersia,27.69,2.585,0.0792,172.75,34.17,27,24.03,21.85,9.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Flindersia bourjotiana,Rutaceae,Flindersia,27.49,1.528,0.0499,115.95,50.79,40.9,21.61,19.76,9.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Alstonia muelleriana,Apocynaceae,Alstonia,29.54,1.41,0.0356,89.86,37.91,25.6,57.4,50.02,7.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
145.63,-17.117,710,2014,2014,Bloomfield et al 2018 New Phytologist,"FNQ, Robson",Alstonia muelleriana,Apocynaceae,Alstonia,27.75,1.195,0.030600000000000002,73.98,16.48,13,31.15,28.28,6.4.14,2014,NA,399.00402,503.2431118776666,0.9802058483983285,25.910827466043372,NA,NA,NA
